,country,founded,id,industry,linkedin_url,locality,name,region,size,website
1265,australia,,fletcher-insulation,building materials,linkedin.com/company/fletcher-insulation,,fletcher insulation,,201-500,insulation.com.au
1972,australia,1928.0,west-australian-symphony-orchestra,performing arts,linkedin.com/company/west-australian-symphony-orchestra,,west australian symphony orchestra,,201-500,waso.com.au
2221,australia,2007.0,otpl-pty-ltd-,information technology and services,linkedin.com/company/otpl-pty-ltd-,,optimal transnational pty. ltd.,,501-1000,optimaltransnational.com.au
3887,australia,2006.0,resource-cornerit,information technology and services,linkedin.com/company/resource-cornerit,,resource corner,new south wales,201-500,resourcecornerit.com
4202,new zealand,,northpower,utilities,linkedin.com/company/northpower,,northpower,,1001-5000,northpower.com
4321,australia,1998.0,sportingbet,gambling & casinos,linkedin.com/company/sportingbet,,sportingbet,,201-500,sportingbet.com
5051,australia,1982.0,vibe-hotels,hospitality,linkedin.com/company/vibe-hotels,ultimo,vibe hotels,new south wales,1001-5000,vibehotels.com
8435,new zealand,1909.0,presbyterian-support-central,non-profit organization management,linkedin.com/company/presbyterian-support-central,thorndon,presbyterian support central,wellington,501-1000,psc.org.nz
8593,australia,,judo,sports,linkedin.com/company/judo,,judo,,201-500,judoaustralia.com.au
11370,new zealand,,gghs,education management,linkedin.com/company/gghs,,gghs,,501-1000,gghs.school.nz
15463,australia,2015.0,community-living-australia,non-profit organization management,linkedin.com/company/community-living-australia,strathalbyn,community living australia,south australia,501-1000,claust.com.au
15473,australia,1985.0,gjk-facility-services,facilities services,linkedin.com/company/gjk-facility-services,collingwood,gjk facility services,victoria,1001-5000,gjkfacilityservices.com.au
16652,australia,1990.0,westrac,machinery,linkedin.com/company/westrac,,westrac cat,,1001-5000,westrac.com.au
17820,australia,1978.0,aig-security,security and investigations,linkedin.com/company/aig-security,,aig security,victoria,201-500,aigsecurity.com.au
20450,australia,1927.0,the-australian-federation-of-medical-women-afmw-,non-profit organization management,linkedin.com/company/the-australian-federation-of-medical-women-afmw-,,the australian federation of medical women (afmw),,201-500,afmw.org.au
20480,australia,,office-of-the-prime-minister-of-australia,government administration,linkedin.com/company/office-of-the-prime-minister-of-australia,,office of the prime minister of australia,act,201-500,pm.gov.au
21268,australia,1976.0,arc-disability-services-inc-,non-profit organization management,linkedin.com/company/arc-disability-services-inc-,brinsmead,arc disability services inc.,queensland,201-500,arcinc.org.au
21870,australia,2005.0,saltwater-properties,hospitality,linkedin.com/company/saltwater-properties,melbourne,saltwater hotels & resorts,victoria,201-500,saltwaterhotels.com.au
25058,australia,1895.0,the-gabba,events services,linkedin.com/company/the-gabba,brisbane,the gabba,queensland,1001-5000,thegabba.org.au
25155,australia,,citect,computer software,linkedin.com/company/citect,,citect,,201-500,citect.com
25826,new zealand,2003.0,new-zealand-racing-board,entertainment,linkedin.com/company/new-zealand-racing-board,lower hutt,new zealand racing board,wellington,501-1000,nzracingboard.co.nz
27298,australia,2014.0,360healthcommunity,"health, wellness and fitness",linkedin.com/company/360healthcommunity,geraldton,360 health + community,western australia,201-500,360.org.au
27317,australia,2005.0,australian-technical-&-management-college,higher education,linkedin.com/company/australian-technical-&-management-college,melbourne,australian technical & management college (atmc),victoria,201-500,atmc.edu.au
28569,australia,2019.0,national-indigenous-australians-agency,government administration,linkedin.com/company/national-indigenous-australians-agency,canberra,national indigenous australians agency,act,1001-5000,niaa.gov.au
29167,australia,2018.0,dreampathrecruitment,staffing and recruiting,linkedin.com/company/dreampathrecruitment,springwood,dreampath recruitment,queensland,1001-5000,dreampath.com.au
29845,australia,2006.0,custom-equity,financial services,linkedin.com/company/custom-equity,,custom equity group | mortgage aggregation | broker services,,201-500,customequitygroup.com.au
30331,australia,1998.0,victory-motorcycles-australia,automotive,linkedin.com/company/victory-motorcycles-australia,,victory & indian motorcycle australia,,5001-10000,victorymotorcycles.com.au
30642,australia,2009.0,compasseducation,computer software,linkedin.com/company/compasseducation,balwyn north,compass education australia,victoria,201-500,compass.education
32547,australia,1912.0,bretts-trade-timber-and-hardware,building materials,linkedin.com/company/bretts-trade-timber-and-hardware,chermside,bretts trade timber and hardware,queensland,201-500,bretts.com.au
34298,australia,,sovereign-hotel-group,hospitality,linkedin.com/company/sovereign-hotel-group,,sovereign hotel group,,201-500,transporthotel.com.au
35342,australia,1891.0,qvcare,hospital & health care,linkedin.com/company/qvcare,lindisfarne,qvcare,tasmania,201-500,qvcare.com.au
36184,australia,,ausnetservices,utilities,linkedin.com/company/ausnetservices,,ausnet services,,1001-5000,ausnetservices.com.au
36686,australia,1964.0,the-australian,newspapers,linkedin.com/company/the-australian,,the australian,,201-500,theaustralian.com.au
37746,australia,1986.0,australian-home-care,non-profit organization management,linkedin.com/company/australian-home-care,,australian home care,,1001-5000,ahcs.org.au
39964,new zealand,2018.0,straitnz,transportation/trucking/railroad,linkedin.com/company/straitnz,,straitnz,wellington,201-500,straitnz.co.nz
44113,australia,2008.0,qinetiq-australia,defense & space,linkedin.com/company/qinetiq-australia,,qinetiq australia,,201-500,qinetiq.com.au
44332,australia,1965.0,manly-roos-junior-rugby-union-club,sports,linkedin.com/company/manly-roos-junior-rugby-union-club,,manly roos junior rugby union club,,201-500,roosrugby.com.au
45486,australia,1997.0,advanced-traffic-management-co,transportation/trucking/railroad,linkedin.com/company/advanced-traffic-management-co,bellevue,advanced traffic management co,western australia,201-500,advancedtraffic.com.au
45838,australia,2003.0,aussie-broadband,telecommunications,linkedin.com/company/aussie-broadband,,aussie broadband,,201-500,aussiebroadband.com.au
46938,australia,1968.0,liquip-part-of-opw,oil & energy,linkedin.com/company/liquip-part-of-opw,tullamarine,liquip,victoria,201-500,liquip.com
47243,australia,,adt-security-australia,security and investigations,linkedin.com/company/adt-security-australia,,adt security australia,,501-1000,adtsecurity.com.au
47942,australia,,epic-pharmacy,hospital & health care,linkedin.com/company/epic-pharmacy,brisbane,epic pharmacy,queensland,201-500,epicpharmacy.com.au
48526,australia,1998.0,awh-pty-ltd,logistics and supply chain,linkedin.com/company/awh-pty-ltd,lara,awh pty ltd,victoria,201-500,awh.com.au
50161,australia,1860.0,dowell-windows-pty-ltd,building materials,linkedin.com/company/dowell-windows-pty-ltd,,dowell windows pty ltd,,501-1000,dowell.com.au
50857,australia,1976.0,pacific-controls-kunshan-co.-ltd,electrical/electronic manufacturing,linkedin.com/company/pacific-controls-kunshan-co.-ltd,,"pacific controls (kunshan) co., ltd",,201-500,pacificcontrols.co.kr
50954,australia,1998.0,hessel-group,individual & family services,linkedin.com/company/hessel-group,,hessel group,,201-500,hesselgroup.com.au
52869,australia,,gadens-lawyers,law practice,linkedin.com/company/gadens-lawyers,,gadens,,501-1000,gadens.com
52936,australia,,homebased-business,,linkedin.com/company/homebased-business,,homebased business,,201-500,homebasedbusiness.com.au
53997,australia,1999.0,the-nova-group-of-companies,management consulting,linkedin.com/company/the-nova-group-of-companies,,the nova group of companies,south australia,501-1000,novagroup.com.au
54442,australia,,audi-centre-launceston,automotive,linkedin.com/company/audi-centre-launceston,,audi centre launceston,tasmania,201-500,audicentrelaunceston.com.au
54689,australia,,school-of-languages,education management,linkedin.com/company/school-of-languages,,school of languages,,201-500,schooloflanguages.sa.edu.au
54742,australia,2001.0,bank-of-sydney,banking,linkedin.com/company/bank-of-sydney,,bank of sydney,,201-500,banksyd.com.au
56185,australia,2000.0,nuix,computer software,linkedin.com/company/nuix,,nuix,,201-500,nuix.com
58275,new zealand,1885.0,harrison-grierson-consultants-ltd,civil engineering,linkedin.com/company/harrison-grierson-consultants-ltd,auckland,harrison grierson,auckland,201-500,harrisongrierson.com
58687,australia,1988.0,flexirent,financial services,linkedin.com/company/flexirent,,flexirent,,201-500,flexirent.com.au
59168,australia,1908.0,soprema-australia,building materials,linkedin.com/company/soprema-australia,,soprema australia,,1001-5000,soprema.com.au
62363,australia,2014.0,nab-asset-management,investment management,linkedin.com/company/nab-asset-management,,nab asset management,,201-500,nabam.com.au
62821,australia,1978.0,abn-group,construction,linkedin.com/company/abn-group,,abn group,,1001-5000,abngroup.com.au
63329,australia,1995.0,regal-mushrooms,farming,linkedin.com/company/regal-mushrooms,londonderry,regal mushrooms,new south wales,201-500,regalmushrooms.com.au
63416,new zealand,,redgroup-retail,retail,linkedin.com/company/redgroup-retail,,redgroup retail,,1001-5000,redgroupretail.com
65349,australia,1936.0,stockdaleleggo,real estate,linkedin.com/company/stockdaleleggo,,stockdale & leggo,,501-1000,stockdaleleggo.com.au
66434,australia,1963.0,vestfrost_2,mechanical or industrial engineering,linkedin.com/company/vestfrost_2,denmark,a/s vestfrost - vestfrost solutions,western australia,201-500,vestfrostsolutions.com
68230,australia,,connect-people-pty-ltd,staffing and recruiting,linkedin.com/company/connect-people-pty-ltd,,connect people pty ltd,,201-500,connectpeople.com.au
68783,australia,,diva_2,retail,linkedin.com/company/diva_2,,diva,,1001-5000,diva.net.au
70310,australia,,kamco,information technology and services,linkedin.com/company/kamco,melbourne,kamco,victoria,1001-5000,kamco.com.au
70394,australia,1985.0,paul-wakeling-motor-group,automotive,linkedin.com/company/paul-wakeling-motor-group,,wakeling automotive,,201-500,paulwakeling.com.au
72315,australia,2001.0,smartsalary,financial services,linkedin.com/company/smartsalary,sydney,smartsalary,new south wales,201-500,smartsalary.com.au
73557,australia,1853.0,victoriapolice,law enforcement,linkedin.com/company/victoriapolice,melbourne,victoria police,victoria,10001+,police.vic.gov.au
73700,new zealand,1873.0,university-of-canterbury,higher education,linkedin.com/company/university-of-canterbury,christchurch,university of canterbury,canterbury,5001-10000,canterbury.ac.nz
74426,australia,1932.0,bloch,retail,linkedin.com/company/bloch,,bloch,,201-500,bloch.com.au
74946,australia,1972.0,red-rooster,restaurants,linkedin.com/company/red-rooster,,red rooster,,5001-10000,redrooster.com.au
75382,australia,2001.0,freedom-fuels,oil & energy,linkedin.com/company/freedom-fuels,,freedom fuels,,201-500,freedomfuels.com.au
75649,australia,,flavorite-hydroponic-tomatoes-pty-ltd,food production,linkedin.com/company/flavorite-hydroponic-tomatoes-pty-ltd,warragul,flavorite glasshouse produce,victoria,201-500,flavorite.com.au
76935,australia,,instant-access-australia,building materials,linkedin.com/company/instant-access-australia,,instant access australia,,201-500,instantaccess.com.au
77116,australia,1940.0,william-angliss-institute,higher education,linkedin.com/company/william-angliss-institute,melbourne,william angliss institute,victoria,501-1000,angliss.edu.au
77900,australia,2012.0,machine-generation-pty-ltd,publishing,linkedin.com/company/machine-generation-pty-ltd,south yarra,machine generation pty ltd,victoria,10001+,mechagen.net
79170,australia,1989.0,parktrent-properties-group,real estate,linkedin.com/company/parktrent-properties-group,wollongong,parktrent properties group,new south wales,201-500,parktrent.com.au
80682,australia,1957.0,st-vincent's-private-hospital-brisbane,hospital & health care,linkedin.com/company/st-vincent's-private-hospital-brisbane,brisbane,st vincent's private hospital brisbane,queensland,201-500,svphb.org.au
82325,australia,,city-of-karratha,government administration,linkedin.com/company/city-of-karratha,karratha,city of karratha,western australia,201-500,karratha.wa.gov.au
83206,australia,,department-for-environment-and-water,renewables & environment,linkedin.com/company/department-for-environment-and-water,adelaide,department for environment and water,south australia,1001-5000,environment.sa.gov.au
83413,australia,1991.0,sureway-employment-and-training,staffing and recruiting,linkedin.com/company/sureway-employment-and-training,wagga wagga,sureway employment and training,new south wales,5001-10000,sureway.com.au
84269,new zealand,2001.0,orbit-world-travel-nz,"leisure, travel & tourism",linkedin.com/company/orbit-world-travel-nz,dunedin,orbit world travel (nz),otago,201-500,orbit.co.nz
84410,australia,1848.0,melbourne-health,hospital & health care,linkedin.com/company/melbourne-health,,melbourne health,,10001+,thermh.org.au
84825,australia,1989.0,desa-australia,information technology and services,linkedin.com/company/desa-australia,fairfield,desa australia,victoria,201-500,desa.com.au
84956,new zealand,1994.0,exhibition-hire-services-nz,events services,linkedin.com/company/exhibition-hire-services-nz,ellerslie,exhibition hire services nz,auckland,201-500,exhibitionhire.co.nz
85295,australia,1973.0,one-tree-community-services-inc,individual & family services,linkedin.com/company/one-tree-community-services-inc,belmont,one tree community services inc.,western australia,201-500,onetree.org.au
85431,australia,1910.0,bulla-dairy-foods,dairy,linkedin.com/company/bulla-dairy-foods,derrimut,bulla dairy foods,victoria,501-1000,bulla.com.au
86417,australia,2008.0,agis-group-pty-ltd,information technology and services,linkedin.com/company/agis-group-pty-ltd,canberra,agis - a downer company,act,10001+,agisgroup.com.au
87114,australia,,village-cinemas,entertainment,linkedin.com/company/village-cinemas,,village cinemas australia,,5001-10000,villagecinemas.com.au
88326,australia,1999.0,abtassociates-au,management consulting,linkedin.com/company/abtassociates-au,brisbane,abt associates - australia,queensland,501-1000,abtassoc.com.au
88485,new zealand,,waikatoregionalcouncil,government relations,linkedin.com/company/waikatoregionalcouncil,hamilton,waikato regional council,waikato,201-500,waikatoregion.govt.nz
88561,australia,1972.0,horsepower-australia,non-profit organization management,linkedin.com/company/horsepower-australia,,horsepower australia,western australia,501-1000,horsepower.org.au
89232,australia,2011.0,sapformworkbg,construction,linkedin.com/company/sapformworkbg,sydney,sapformwork,new south wales,201-500,sapformwork.com.au
90680,australia,,tasman-market-fresh-meats,retail,linkedin.com/company/tasman-market-fresh-meats,melbourne,tasman market fresh meats,victoria,501-1000,tasmanbutchers.com.au
92234,australia,1973.0,new-cooperative-inc,farming,linkedin.com/company/new-cooperative-inc,,"new cooperative, inc",,201-500,newcoop.com
92967,new zealand,1917.0,epsom-girls-grammar-school,primary/secondary education,linkedin.com/company/epsom-girls-grammar-school,epsom,epsom girls grammar school,auckland,201-500,eggs.school.nz
94243,australia,2008.0,biztech-enterprise-solutions,information technology and services,linkedin.com/company/biztech-enterprise-solutions,,biztech enterprise solutions,,1001-5000,btes.com.au
94870,new zealand,1975.0,eit_1,higher education,linkedin.com/company/eit_1,napier,eastern institute of technology,hawke's bay,501-1000,eit.ac.nz
95965,australia,1976.0,ethnic-communities-council-of-queensland,hospital & health care,linkedin.com/company/ethnic-communities-council-of-queensland,brisbane,ethnic communities council of queensland,queensland,201-500,eccq.com.au
96490,australia,1982.0,dennis-family-homes-pty-ltd,construction,linkedin.com/company/dennis-family-homes-pty-ltd,notting hill,dennis family homes pty ltd,victoria,201-500,dennisfamily.com.au
96983,australia,,demsagov,government administration,linkedin.com/company/demsagov,adelaide,"department for energy and mining, south australia",south australia,201-500,energymining.gov.au
97763,australia,,mbf,insurance,linkedin.com/company/mbf,,mbf,,1001-5000,mbf.com.au
97777,australia,2010.0,accesstranscription,writing and editing,linkedin.com/company/accesstranscription,,access transcription,,201-500,accesstranscription.com.au
98760,australia,,people-infrastructure,staffing and recruiting,linkedin.com/company/people-infrastructure,,people infrastructure,,10001+,peopleinfrastructure.com
99546,australia,1996.0,reading-entertainment-australia-pty-ltd,entertainment,linkedin.com/company/reading-entertainment-australia-pty-ltd,,reading entertainment australia pty ltd,,501-1000,readingcinemas.com.au
99777,australia,2002.0,uxc,information technology and services,linkedin.com/company/uxc,melbourne,uxc (a csc company),victoria,1001-5000,uxc.com.au
99933,australia,2020.0,australian-climate-change-justice-party,political organization,linkedin.com/company/australian-climate-change-justice-party,canberra,australian climate change justice party,act,201-500,climatechangejustice.com.au
101185,australia,1869.0,talaustralia,insurance,linkedin.com/company/talaustralia,,tal australia,,1001-5000,tal.com.au
103706,australia,2008.0,singapore-medical-society-of-victoria,non-profit organization management,linkedin.com/company/singapore-medical-society-of-victoria,melbourne,singapore medical society of victoria,victoria,201-500,smsv.sg
104872,australia,,erg-transit-systems,information technology and services,linkedin.com/company/erg-transit-systems,,erg transit systems,western australia,501-1000,erggroup.com
106211,australia,1850.0,city-of-greater-geraldton,government administration,linkedin.com/company/city-of-greater-geraldton,geraldton,city of greater geraldton,western australia,201-500,cgg.wa.gov.au
108020,australia,1980.0,bakers-delight,retail,linkedin.com/company/bakers-delight,,bakers delight,,5001-10000,bakersdelight.com.au
108216,australia,,grant-thornton-australia,accounting,linkedin.com/company/grant-thornton-australia,,grant thornton australia,,1001-5000,grantthornton.com.au
108601,australia,,ams-service-&-maintenance-pty-ltd,construction,linkedin.com/company/ams-service-&-maintenance-pty-ltd,perth,ams service & maintenance pty ltd,western australia,201-500,amsga.com.au
108668,australia,2004.0,red-energy,utilities,linkedin.com/company/red-energy,cremorne,red energy,victoria,501-1000,redenergy.com.au
108962,australia,2014.0,ventura-health,"health, wellness and fitness",linkedin.com/company/ventura-health,,ventura health pty ltd,,501-1000,venturahealth.com.au
110356,australia,1947.0,appselec,construction,linkedin.com/company/appselec,,appselec,,201-500,appselec.com.au
111078,australia,2000.0,ncsi,information technology and services,linkedin.com/company/ncsi,chatswood,ncsi,new south wales,201-500,ncsiaustralia.com.au
111893,australia,,george-weston-foods,consumer goods,linkedin.com/company/george-weston-foods,,george weston foods,,1001-5000,georgewestonfoods.com.au
111960,australia,1986.0,tassal-operations,food production,linkedin.com/company/tassal-operations,hobart,tassal operations,tasmania,201-500,tassal.com.au
112720,australia,1991.0,wa-freight-group,transportation/trucking/railroad,linkedin.com/company/wa-freight-group,,wa freight group,,201-500,wafreight.com.au
112739,australia,,carnival-australia_2,"leisure, travel & tourism",linkedin.com/company/carnival-australia_2,chatswood,carnival australia,new south wales,1001-5000,carnivalaustralia.com
113842,australia,,morris_group,financial services,linkedin.com/company/morris_group,port melbourne,morris group holdings,victoria,1001-5000,morrisgroup.com.au
114224,australia,1992.0,metalicus,retail,linkedin.com/company/metalicus,,metalicus,,201-500,metalicus.com.au
115031,australia,2009.0,chrisobrienlifehouse,hospital & health care,linkedin.com/company/chrisobrienlifehouse,sydney,chris o'brien lifehouse,new south wales,501-1000,mylifehouse.org.au
117645,australia,,kayhan-audio,automotive,linkedin.com/company/kayhan-audio,port melbourne,kayhan audio,victoria,201-500,kayhanaudio.com.au
117804,australia,,gorgon-lng-project.,oil & energy,linkedin.com/company/gorgon-lng-project.,,gorgon lng project.,,5001-10000,chevronaustralia.com
118870,australia,1982.0,vitamin-king-australia,"health, wellness and fitness",linkedin.com/company/vitamin-king-australia,richmond,vitamin king,new south wales,201-500,vitaminking.com.au
119931,australia,2006.0,benchmarque-hospitality-&-event-recruitment,hospitality,linkedin.com/company/benchmarque-hospitality-&-event-recruitment,surry hills,benchmarque,new south wales,201-500,benchmarque.co
120328,australia,1995.0,melbourne-and-olympic-park-trust,entertainment,linkedin.com/company/melbourne-and-olympic-park-trust,,melbourne & olympic parks,,1001-5000,mopt.com.au
122208,australia,,brisbane-racing-club,events services,linkedin.com/company/brisbane-racing-club,brisbane,brisbane racing club,queensland,501-1000,brc.com.au
122228,australia,,south-australian-research-and-development-institute,research,linkedin.com/company/south-australian-research-and-development-institute,adelaide,south australian research and development institute,south australia,201-500,sardi.sa.gov.au
124118,australia,,hlb-mann-judd,accounting,linkedin.com/company/hlb-mann-judd,sydney,hlb mann judd,new south wales,501-1000,hlb.com.au
124492,australia,1964.0,australian-acoustical-society,mechanical or industrial engineering,linkedin.com/company/australian-acoustical-society,sydney,australian acoustical society,new south wales,501-1000,acoustics.asn.au
125337,australia,,ppc-moulding-services,medical devices,linkedin.com/company/ppc-moulding-services,villawood,ppc moulding services,new south wales,201-500,mouldingservices.com.au
126065,new zealand,1955.0,ballance-agri-nutrients,farming,linkedin.com/company/ballance-agri-nutrients,tauranga,ballance agri-nutrients ltd,gisborne,501-1000,ballance.co.nz
126239,australia,,bon-ton,sporting goods,linkedin.com/company/bon-ton,,bon ton,,201-500,bonton.com.au
126664,new zealand,1995.0,animates-new-zealand,retail,linkedin.com/company/animates-new-zealand,auckland,animates new zealand,auckland,501-1000,animates.co.nz
127592,australia,1993.0,inspecindustries,machinery,linkedin.com/company/inspecindustries,paget,sharp's heavy equipment repairs pty ltd,queensland,201-500,inspecindustries.com
127910,australia,1999.0,goodline,construction,linkedin.com/company/goodline,,goodline,,1001-5000,goodline.com.au
128029,new zealand,2014.0,homecare-medical-new-zealand,hospital & health care,linkedin.com/company/homecare-medical-new-zealand,auckland,homecare medical new zealand,auckland,201-500,homecaremedical.co.nz
128461,australia,,tpg-telecom,telecommunications,linkedin.com/company/tpg-telecom,north sydney,tpg telecom,new south wales,5001-10000,tpgtelecom.com.au
129530,new zealand,,housing-new-zealand-corporation,government administration,linkedin.com/company/housing-new-zealand-corporation,,housing new zealand corporation,wellington,1001-5000,hnzc.co.nz
130072,australia,2002.0,landson-glass,building materials,linkedin.com/company/landson-glass,,landson glass,,201-500,landsonglass.com
132770,australia,1937.0,thorn-group-limited,financial services,linkedin.com/company/thorn-group-limited,,thorn group limited,,501-1000,thorn.com.au
132949,australia,1995.0,stamford-hotels-&-resorts,hospitality,linkedin.com/company/stamford-hotels-&-resorts,,stamford hotels & resorts,,1001-5000,stamford.com.au
133208,australia,1989.0,chargrill-charlie's,hospitality,linkedin.com/company/chargrill-charlie's,rose bay,chargrill charlie's,new south wales,501-1000,chargrillcharlies.com
137111,australia,1988.0,stramit,building materials,linkedin.com/company/stramit,,stramit,,1001-5000,stramit.com.au
139155,australia,1972.0,fc-australia-pty-ltd,apparel & fashion,linkedin.com/company/fc-australia-pty-ltd,,french connection australia,,501-1000,frenchconnection.com.au
139890,australia,2015.0,mental-health-commission-of-western-australia,government administration,linkedin.com/company/mental-health-commission-of-western-australia,perth,mental health commission of western australia,western australia,201-500,mhc.wa.gov.au
140473,australia,,the-moultrie-group,mining & metals,linkedin.com/company/the-moultrie-group,brisbane,the moultrie group,queensland,201-500,moultrie.com.au
140651,australia,1915.0,agnvet-services,veterinary,linkedin.com/company/agnvet-services,forbes,agnvet services,new south wales,201-500,agnvet.com.au
140782,australia,1983.0,austraffic,research,linkedin.com/company/austraffic,coopers plains,austraffic,queensland,201-500,austraffic.com.au
143891,australia,,department-of-industry,government administration,linkedin.com/company/department-of-industry,canberra,"department of industry, innovation and science",act,1001-5000,industry.gov.au
144107,australia,2000.0,ascott-sales-integration,pharmaceuticals,linkedin.com/company/ascott-sales-integration,,ascott sales integration,,501-1000,ascottsales.com.au
145253,new zealand,1996.0,geneva-health,hospital & health care,linkedin.com/company/geneva-health,,geneva healthcare,,1001-5000,genevahealth.com
146802,australia,,infinity-downline_2,marketing and advertising,linkedin.com/company/infinity-downline_2,,infinity downline,,10001+,infinitydownline.com
146882,new zealand,,high-performance-sport-nz,sports,linkedin.com/company/high-performance-sport-nz,mairangi bay,high performance sport new zealand,auckland,201-500,hpsnz.org.nz
147307,new zealand,2011.0,regional-facilities-auckland,civic & social organization,linkedin.com/company/regional-facilities-auckland,auckland,regional facilities auckland,auckland,1001-5000,rfal.co.nz
147602,australia,,doma-group,construction,linkedin.com/company/doma-group,,doma,act,201-500,domagroup.com.au
147663,australia,1886.0,varley-group,mechanical or industrial engineering,linkedin.com/company/varley-group,,varley group,,501-1000,varleygroup.com
148258,australia,1998.0,osd-pty-ltd-,oil & energy,linkedin.com/company/osd-pty-ltd-,brisbane,osd pty ltd.,queensland,201-500,osdlimited.com
149394,australia,1956.0,linfox,logistics and supply chain,linkedin.com/company/linfox,,linfox,victoria,10001+,linfox.com
149815,australia,1953.0,jungheinrich-australia,mechanical or industrial engineering,linkedin.com/company/jungheinrich-australia,huntingwood,jungheinrich australia,new south wales,201-500,jungheinrich.com.au
152130,australia,1987.0,huon-aquaculture-group-limited,food production,linkedin.com/company/huon-aquaculture-group-limited,hobart,huon aquaculture group limited,tasmania,501-1000,huonaqua.com.au
152752,australia,1867.0,royal-freemasons-ltd,hospital & health care,linkedin.com/company/royal-freemasons-ltd,melbourne,royal freemasons ltd,victoria,1001-5000,royalfreemasons.org.au
156392,australia,1826.0,nsw-business-chamber,management consulting,linkedin.com/company/nsw-business-chamber,,nsw business chamber,,501-1000,nswbusinesschamber.com.au
157849,australia,1969.0,johnhughesgroup,automotive,linkedin.com/company/johnhughesgroup,victoria park,john hughes group,western australia,501-1000,johnhughes.com.au
159891,australia,1996.0,gte-australia,staffing and recruiting,linkedin.com/company/gte-australia,,gte australia,,1001-5000,gteaustralia.com
160739,australia,1991.0,banktech-group,information technology and services,linkedin.com/company/banktech-group,,the banktech group,,201-500,banktech.com.au
161050,australia,1963.0,toyota-motor-corporation-australia,automotive,linkedin.com/company/toyota-motor-corporation-australia,port melbourne,toyota motor corporation australia,victoria,1001-5000,toyota.com.au
161712,australia,,arundel-presbyterian-church,religious institutions,linkedin.com/company/arundel-presbyterian-church,arundel,arundel presbyterian church,queensland,201-500,arundel.org.au
164141,australia,,logicalstaffing,staffing and recruiting,linkedin.com/company/logicalstaffing,,logical staffing solutions,,201-500,logicalstaffing.com.au
164473,australia,1973.0,north-eastern-community-hospital,hospital & health care,linkedin.com/company/north-eastern-community-hospital,campbelltown,north eastern community hospital,south australia,201-500,northeasternhospital.com.au
165152,australia,1999.0,me-bank,banking,linkedin.com/company/me-bank,melbourne,me bank,victoria,1001-5000,mebank.com.au
165573,australia,2012.0,green-leaves-early-learning-centres,education management,linkedin.com/company/green-leaves-early-learning-centres,murarrie,green leaves early learning,queensland,501-1000,greenleavesgroup.com.au
166037,australia,,allwater,utilities,linkedin.com/company/allwater,adelaide,allwater,south australia,201-500,allwater.net.au
167660,australia,2011.0,acquire-learning,education management,linkedin.com/company/acquire-learning,,acquire learning,,501-1000,acquirelearning.com.au
168517,australia,1991.0,pinnacle-people-australia,staffing and recruiting,linkedin.com/company/pinnacle-people-australia,melbourne,pinnacle people australia,victoria,5001-10000,pinnaclepeople.com.au
168901,australia,2015.0,latitude-financial-services,financial services,linkedin.com/company/latitude-financial-services,docklands,latitude financial services,victoria,1001-5000,latitudefinancial.com
169668,australia,,ivanhoe-hotel-manly,hospitality,linkedin.com/company/ivanhoe-hotel-manly,sydney,ivanhoe hotel manly,new south wales,201-500,ivanhoehotemanly.com.au
172989,australia,1864.0,victoria-racing-club,sports,linkedin.com/company/victoria-racing-club,,victoria racing club,,201-500,flemington.com.au
173192,new zealand,2009.0,allied-kiwi,financial services,linkedin.com/company/allied-kiwi,lower hutt,allied kiwi,wellington,201-500,alliedkiwi.co.nz
173582,australia,1880.0,prok-conveyor-components-pty-ltd,mining & metals,linkedin.com/company/prok-conveyor-components-pty-ltd,bayswater,prok,western australia,501-1000,prokcc.com
174154,australia,2001.0,indigenous-business-australia,financial services,linkedin.com/company/indigenous-business-australia,,indigenous business australia,act,201-500,iba.gov.au
174362,australia,1971.0,bapcor,automotive,linkedin.com/company/bapcor,,bapcor limited,,1001-5000,bapcor.com.au
175314,australia,1996.0,city-of-gold-coast,government administration,linkedin.com/company/city-of-gold-coast,surfers paradise,city of gold coast,queensland,1001-5000,goldcoast.qld.gov.au
175369,australia,2008.0,cassowary-coast-regional-council,government administration,linkedin.com/company/cassowary-coast-regional-council,innisfail,cassowary coast regional council,queensland,201-500,cassowarycoast.qld.gov.au
176561,australia,2014.0,dialogue-empathic-engagement-and-peacebuilding-network,non-profit organization management,linkedin.com/company/dialogue-empathic-engagement-and-peacebuilding-network,melbourne,"dialogue, empathic engagement and peacebuilding network",victoria,201-500,deepcenter.net
177062,new zealand,,horizonenergygrouplimited,consumer services,linkedin.com/company/horizonenergygrouplimited,whakatane,horizon energy group limited,auckland,501-1000,hegroup.nz
177303,australia,,asis-international-nsw-australian-chapter,public safety,linkedin.com/company/asis-international-nsw-australian-chapter,,asis international nsw australian chapter,,201-500,asisnsw.org.au
177763,australia,1985.0,frizelle-sunshine-automotive,automotive,linkedin.com/company/frizelle-sunshine-automotive,gold coast,james frizelle's automotive group,queensland,501-1000,frizellesunshine.com.au
177939,australia,1847.0,university-of-adelaide,higher education,linkedin.com/company/university-of-adelaide,adelaide,university of adelaide,south australia,5001-10000,adelaide.edu.au
179906,australia,2000.0,arc-infrastructure,transportation/trucking/railroad,linkedin.com/company/arc-infrastructure,,arc infrastructure,,201-500,arcinfra.com
