,country,founded,id,industry,linkedin_url,locality,name,region,size,website
109756,australia,1990.0,progressive-home-tutors,primary/secondary education,linkedin.com/company/progressive-home-tutors,adelaide,progressive home tutors,south australia,501-1000,progressivehometutors.com.au
111753,australia,1976.0,ampla---the-energy-and-resources-law-association,law practice,linkedin.com/company/ampla---the-energy-and-resources-law-association,melbourne,ampla - empowering energy & resources lawyers,victoria,501-1000,ampla.org.au
111915,australia,1912.0,open-minds,non-profit organization management,linkedin.com/company/open-minds,brisbane,open minds,queensland,201-500,openminds.org.au
112418,australia,1995.0,mccosker-contracting-pty-ltd,construction,linkedin.com/company/mccosker-contracting-pty-ltd,,mccosker contracting pty ltd,,201-500,mccoskers.com.au
112652,australia,1990.0,buildcorp,construction,linkedin.com/company/buildcorp,,buildcorp,,201-500,buildcorp.com.au
112949,australia,1996.0,itl-biomedical,medical devices,linkedin.com/company/itl-biomedical,canberra,itl biomedical,act,201-500,itlbiomedical.com
113188,australia,1954.0,goodwin-aged-care-services,individual & family services,linkedin.com/company/goodwin-aged-care-services,,goodwin aged care services,act,501-1000,goodwin.org.au
114388,australia,1979.0,sheike,retail,linkedin.com/company/sheike,,sheike,,201-500,sheike.com.au
114646,australia,2009.0,agribio-australia,research,linkedin.com/company/agribio-australia,bundoora,agribio australia,victoria,201-500,agribio.com.au
114729,australia,,mg-sterk,international trade and development,linkedin.com/company/mg-sterk,brisbane,mg sterk,queensland,201-500,mgsterk.com
115042,australia,,awakecoffee,food & beverages,linkedin.com/company/awakecoffee,sydney,awake coffee,new south wales,201-500,awakecoffee.com.au
115165,new zealand,,christchurch-casino-ltd-,hospitality,linkedin.com/company/christchurch-casino-ltd-,christchurch,christchurch casino ltd.,canterbury,201-500,chchcasino.co.nz
115201,australia,1987.0,aesop,cosmetics,linkedin.com/company/aesop,,aesop,,1001-5000,aesop.com
115540,australia,,st-vincent's-private-hospital-melbourne,hospital & health care,linkedin.com/company/st-vincent's-private-hospital-melbourne,fitzroy,st vincent's private hospital melbourne,victoria,1001-5000,svpm.com.au
119115,australia,1946.0,teys-group,food production,linkedin.com/company/teys-group,eight mile plains,teys australia,queensland,1001-5000,teysgroup.com
120961,australia,,bossley-projects,construction,linkedin.com/company/bossley-projects,sydney,bossley project solutions,new south wales,201-500,bossleyprojects.com.au
121734,australia,,yellow-cabs-south-australia-pty-ltd,transportation/trucking/railroad,linkedin.com/company/yellow-cabs-south-australia-pty-ltd,,yellow cabs south australia pty ltd,,501-1000,yellowadelaide.com.au
121987,new zealand,1988.0,lone-star-new-zealand-cafe-bar-franchise,hospitality,linkedin.com/company/lone-star-new-zealand-cafe-bar-franchise,christchurch,lone star new zealand cafe & bar franchise,canterbury,501-1000,lonestar.co.nz
123986,australia,,coal-services-pty-ltd,mining & metals,linkedin.com/company/coal-services-pty-ltd,,coal services pty limited,,201-500,coalservices.com.au
129679,australia,2012.0,syndication-capital-group,real estate,linkedin.com/company/syndication-capital-group,,syndication capital group,queensland,201-500,syndicationcapital.com
131368,australia,2012.0,flinders-adelaide-container-terminal,maritime,linkedin.com/company/flinders-adelaide-container-terminal,,flinders adelaide container terminal,,201-500,flindersadelaidecontainerterminal.com.au
132340,australia,1924.0,woolworths-limited,retail,linkedin.com/company/woolworths-limited,,woolworths limited,,1001-5000,woolworthslimited.com.au
134023,australia,1837.0,john-sands,consumer goods,linkedin.com/company/john-sands,,john sands,,501-1000,johnsands.com.au
136717,australia,,australian-administration-services,financial services,linkedin.com/company/australian-administration-services,,australian administration services,,501-1000,aas.com.au
137974,new zealand,1929.0,terra-cat,machinery,linkedin.com/company/terra-cat,hornby,terra cat,canterbury,501-1000,terracat.co.nz
138491,australia,2004.0,viva-leisure,"health, wellness and fitness",linkedin.com/company/viva-leisure,,viva leisure,act,1001-5000,vivaleisure.com.au
138944,australia,,wa-government,government administration,linkedin.com/company/wa-government,perth,the government of western australia,western australia,10001+,wa.gov.au
141446,new zealand,1935.0,mooremarkhams,accounting,linkedin.com/company/mooremarkhams,newmarket,moore stephens markhams new zealand,auckland,201-500,markhams.co.nz
142022,australia,2018.0,dpv-health,"health, wellness and fitness",linkedin.com/company/dpv-health,meadow heights,dpv health,victoria,201-500,dpvhealth.org.au
143046,australia,2009.0,---channel-seven,media production,linkedin.com/company/---channel-seven,,седьмой канал - channel seven,,201-500,tv7.kz
143481,australia,1997.0,pharmaceutical-and-medical-professionals,staffing and recruiting,linkedin.com/company/pharmaceutical-and-medical-professionals,,pharmaceutical & medical professionals,,501-1000,pmpconnect.com
144386,australia,,katarzyna,hospitality,linkedin.com/company/katarzyna,brisbane,katarzyna group,queensland,201-500,katarzyna.com.au
145803,australia,2011.0,australian-e-learning-association,e-learning,linkedin.com/company/australian-e-learning-association,brisbane,australian e-learning association,queensland,10001+,australianelearningassociation.com.au
146210,australia,1977.0,cpi-group-australia,paper & forest products,linkedin.com/company/cpi-group-australia,,cpi group australia,,201-500,cpigroup.com.au
146290,australia,2002.0,corky's-sustainable-energy,renewables & environment,linkedin.com/company/corky's-sustainable-energy,ashtonfield,the bloomfield group,new south wales,501-1000,thecorkysgroup.com.au
146572,australia,,scripture-union-australia,religious institutions,linkedin.com/company/scripture-union-australia,,scripture union australia,,1001-5000,scriptureunion.org.au
147261,australia,2005.0,elysium-resources-ltd,mining & metals,linkedin.com/company/elysium-resources-ltd,sydney,elysium resources ltd,new south wales,1001-5000,uog.com.au
148048,australia,,dunmunkle-health-services,hospital & health care,linkedin.com/company/dunmunkle-health-services,,dunmunkle health services,,501-1000,dunmunkle.com.au
148065,australia,2011.0,newport-recruitment,staffing and recruiting,linkedin.com/company/newport-recruitment,,newport recruitment,,201-500,newportrecruitment.com.au
149324,australia,1983.0,macedonian-community-welfare-association-mcwa,individual & family services,linkedin.com/company/macedonian-community-welfare-association-mcwa,maribyrnong,macedonian community welfare association (mcwa),victoria,201-500,mcwa.org.au
149926,australia,,wimmera-heath-care-group,hospital & health care,linkedin.com/company/wimmera-heath-care-group,,wimmera health care group,,501-1000,whcg.org.au
150531,australia,1904.0,ausgrid,utilities,linkedin.com/company/ausgrid,sydney,ausgrid,new south wales,1001-5000,ausgrid.com.au
151303,australia,1982.0,msp-group-pty-ltd,construction,linkedin.com/company/msp-group-pty-ltd,,msp group pty ltd,,501-1000,mspgroup.com.au
153692,australia,2009.0,makesafe-traffic-management,construction,linkedin.com/company/makesafe-traffic-management,vermont,makesafe traffic management,victoria,201-500,makesafetraffic.com.au
154965,australia,1988.0,university-of-queensland-economics-society,events services,linkedin.com/company/university-of-queensland-economics-society,brisbane,university of queensland economics society (uqes),queensland,1001-5000,uqes.com.au
156938,australia,2005.0,'us'---utility-services,utilities,linkedin.com/company/'us'---utility-services,melbourne,'us' - utility services,victoria,501-1000,usus.com.au
157359,new zealand,2008.0,kiwirail,transportation/trucking/railroad,linkedin.com/company/kiwirail,wellington,kiwirail,wellington,1001-5000,kiwirail.co.nz
157808,australia,2008.0,freelancing-on-website,information technology and services,linkedin.com/company/freelancing-on-website,,freelancer.com,new south wales,10001+,freelancer.in
159080,australia,2001.0,usher-and-son,construction,linkedin.com/company/usher-and-son,,usher and son,,201-500,usherandson.com
160354,australia,2013.0,urbangrowth-nsw,real estate,linkedin.com/company/urbangrowth-nsw,,urbangrowth nsw,,201-500,urbangrowthnsw.com.au
160370,australia,1997.0,globelink-international,logistics and supply chain,linkedin.com/company/globelink-international,,globelink international,,10001+,globelink.com.au
161732,australia,2005.0,just-better-care,hospital & health care,linkedin.com/company/just-better-care,,just better care,,1001-5000,justbettercare.com
161790,australia,1982.0,cabac-pty-ltd,electrical/electronic manufacturing,linkedin.com/company/cabac-pty-ltd,,cabac,,201-500,cabac.com.au
162060,australia,2008.0,jesuit-social-services-limited,civic & social organization,linkedin.com/company/jesuit-social-services-limited,,jesuit social services,,201-500,jss.org.au
162605,australia,1970.0,suncarecommunityservices,hospital & health care,linkedin.com/company/suncarecommunityservices,sunshine coast,suncare community services ltd,queensland,201-500,suncare.org.au
163184,australia,,dbp,utilities,linkedin.com/company/dbp,,dbp,,201-500,dbp.net.au
163764,australia,1893.0,svhm,hospital & health care,linkedin.com/company/svhm,fitzroy,st vincent's hospital melbourne,victoria,5001-10000,svhm.org.au
163805,australia,1988.0,austcor-packaging,packaging and containers,linkedin.com/company/austcor-packaging,ingleburn,austcor packaging,new south wales,201-500,austcor.com.au
165251,australia,2014.0,medium-rare-content-agency,media production,linkedin.com/company/medium-rare-content-agency,,medium rare content agency,,201-500,mediumrarecontent.com
168145,new zealand,1988.0,visionwest-community-trust,non-profit organization management,linkedin.com/company/visionwest-community-trust,glen eden,visionwest community trust,auckland,1001-5000,visionwest.org.nz
168766,australia,1989.0,business-risks-international,security and investigations,linkedin.com/company/business-risks-international,,business risks international,,501-1000,businessrisksinternational.com.au
170562,australia,1962.0,peterrowlandau,hospitality,linkedin.com/company/peterrowlandau,docklands,peter rowland catering,victoria,1001-5000,peterrowland.com.au
171033,australia,1898.0,sanitarium-health-and-wellbeing,food production,linkedin.com/company/sanitarium-health-and-wellbeing,,sanitarium,,501-1000,sanitarium.com.au
173749,australia,1997.0,neptune-pacific-line,maritime,linkedin.com/company/neptune-pacific-line,,neptune pacific line,,501-1000,neptunepacific.com
176429,australia,2012.0,perth-arena,entertainment,linkedin.com/company/perth-arena,,perth arena,,1001-5000,pertharena.com.au
178287,australia,,guards-queensland,security and investigations,linkedin.com/company/guards-queensland,,resource security and training australia pty ltd,,201-500,rsta.com.au
178888,australia,1989.0,hallis,staffing and recruiting,linkedin.com/company/hallis,south melbourne,hallis,victoria,501-1000,hallis.com.au
180275,australia,1974.0,vawdrey-australia,transportation/trucking/railroad,linkedin.com/company/vawdrey-australia,,vawdrey australia,victoria,201-500,vawdrey.com.au
181478,australia,1987.0,community-services-1,non-profit organization management,linkedin.com/company/community-services-1,canberra,community services # 1,act,201-500,communityservices1.org
181985,australia,2005.0,connect-hearing,"health, wellness and fitness",linkedin.com/company/connect-hearing,,connect hearing australia,,201-500,connecthearing.com.au
182397,australia,1947.0,canterbury-hurlstone-park-rsl-club,hospitality,linkedin.com/company/canterbury-hurlstone-park-rsl-club,hurlstone park,canterbury-hurlstone park rsl club,new south wales,201-500,chprsl.com.au
183371,australia,,cloc-musical-theatre-inc,performing arts,linkedin.com/company/cloc-musical-theatre-inc,,cloc musical theatre inc,,201-500,cloc.org.au
183739,australia,1989.0,unda,higher education,linkedin.com/company/unda,chippendale,the university of notre dame australia,new south wales,1001-5000,nd.edu.au
183963,australia,1978.0,homebuyerscentre,construction,linkedin.com/company/homebuyerscentre,,homebuyers centre,western australia,201-500,homebuyers.com.au
185950,new zealand,1993.0,challenge-trust,hospital & health care,linkedin.com/company/challenge-trust,,challenge trust,,201-500,challenge.co.nz
186859,australia,2002.0,deconstructgroup,construction,linkedin.com/company/deconstructgroup,melbourne,deconstruct group pty ltd,victoria,201-500,deconstructgroup.com.au
187200,australia,1946.0,barro-group-pty-ltd,building materials,linkedin.com/company/barro-group-pty-ltd,carlton,barro group pty ltd,victoria,201-500,barro.com.au
188956,australia,1975.0,callactive,outsourcing/offshoring,linkedin.com/company/callactive,bentleigh east,callactive,victoria,1001-5000,callactive.com.au
189056,australia,2000.0,forest-products-commission-western-australia,environmental services,linkedin.com/company/forest-products-commission-western-australia,,"forest products commission, western australia",,201-500,fpc.wa.gov.au
190653,australia,1997.0,dowells,construction,linkedin.com/company/dowells,gold coast,dowells,queensland,201-500,dowells.com.au
190912,australia,1975.0,active-tree-services,environmental services,linkedin.com/company/active-tree-services,,active tree services,,501-1000,activetreeservices.com.au
191473,australia,2010.0,cornerstone-hr,staffing and recruiting,linkedin.com/company/cornerstone-hr,derrimut,cornerstone hr,victoria,1001-5000,cornerstonehr.com.au
191552,new zealand,,west-coast-dhb,,linkedin.com/company/west-coast-dhb,,west coast dhb,,201-500,westcoastdhb.health.nz
