,country,founded,id,industry,linkedin_url,locality,name,region,size,website
63589,united states,2010.0,adventist-health-policy-association-ahpa-,hospital & health care,linkedin.com/company/adventist-health-policy-association-ahpa-,washington,adventist health policy association (ahpa),district of columbia,10001+,adventisthealthpolicy.org
65720,united states,2004.0,thestaffzone,staffing and recruiting,linkedin.com/company/thestaffzone,roswell,staff zone,georgia,10001+,thestaffzone.com
69155,united states,1887.0,hearst,media production,linkedin.com/company/hearst,new york,hearst,new york,10001+,hearst.com
78521,united states,2003.0,customs-and-border-protection,government administration,linkedin.com/company/customs-and-border-protection,washington,u.s. customs and border protection,district of columbia,10001+,cbp.gov
80486,united states,1995.0,trihealth,hospital & health care,linkedin.com/company/trihealth,cincinnati,trihealth,ohio,10001+,trihealth.com
83892,united states,1902.0,marshalltown-medical-&-surgical-center,hospital & health care,linkedin.com/company/marshalltown-medical-&-surgical-center,,marshalltown medical & surgical center,iowa,10001+,everydaychampions.org
84049,united states,1995.0,qualfon,outsourcing/offshoring,linkedin.com/company/qualfon,highland park,qualfon,michigan,10001+,qualfon.com
86167,united states,2008.0,avis-budget-group,"leisure, travel & tourism",linkedin.com/company/avis-budget-group,parsippany,avis budget group,new jersey,10001+,avisbudgetgroup.com
86286,united states,1986.0,ss-c-technologies,computer software,linkedin.com/company/ss-c-technologies,windsor,ss&c technologies,connecticut,10001+,ssctech.com
87462,united states,,ministry-health-care,hospital & health care,linkedin.com/company/ministry-health-care,glendale,ministry health care,wisconsin,10001+,ministryhealth.org
87781,united states,1982.0,hacemosatatt,fund-raising,linkedin.com/company/hacemosatatt,dallas,hacemos at at&t,texas,10001+,hacemos.org
91031,united states,2013.0,allegheny-health-network,hospital & health care,linkedin.com/company/allegheny-health-network,pittsburgh,allegheny health network,pennsylvania,10001+,ahn.org
93622,united states,2013.0,myadvertisingpays,internet,linkedin.com/company/myadvertisingpays,anguilla,myadvertisingpays,mississippi,10001+,myadvertisingpays-forum.com
93820,united states,1954.0,burger-king,restaurants,linkedin.com/company/burger-king,miami,burger king corporation,florida,10001+,bk.com
93835,united states,1874.0,adt,security and investigations,linkedin.com/company/adt,boca raton,adt,florida,10001+,adt.com
94154,united states,1966.0,mastercard,information technology and services,linkedin.com/company/mastercard,purchase,mastercard,new york,10001+,mastercard.com
95367,united states,1998.0,hub-international,insurance,linkedin.com/company/hub-international,chicago,hub international,illinois,10001+,hubinternational.com
96358,united states,2014.0,dejuan-inc,commercial real estate,linkedin.com/company/dejuan-inc,reno,dejuan inc.,nevada,10001+,dejuan-inc.com
96593,united states,,iggly-biggly-independent-distributor,wholesale,linkedin.com/company/iggly-biggly-independent-distributor,,iggly biggly independent distributor,maine,10001+,igglybigglysales.com
96768,united states,1974.0,stihl,machinery,linkedin.com/company/stihl,virginia beach,stihl,virginia,10001+,stihlusa.com
100283,united states,2003.0,linkedin,internet,linkedin.com/company/linkedin,sunnyvale,linkedin,california,10001+,linkedin.com
102542,united states,1988.0,finisar,telecommunications,linkedin.com/company/finisar,sunnyvale,finisar corporation (nasdaq: fnsr),california,10001+,finisar.com
103376,united states,1994.0,commute-with-enterprise,transportation/trucking/railroad,linkedin.com/company/commute-with-enterprise,st. louis,commute with enterprise,missouri,10001+,commutewithenterprise.com
103930,united states,,us-navy-mwr,military,linkedin.com/company/us-navy-mwr,millington,u.s. navy mwr,tennessee,10001+,navymwr.org
105156,united states,1992.0,ikd-kitchens,retail,linkedin.com/company/ikd-kitchens,los gatos,ikd kitchens,california,10001+,ikdkitchens.com
105691,united states,1837.0,procter-and-gamble,consumer goods,linkedin.com/company/procter-and-gamble,cincinnati,procter & gamble,ohio,10001+,pg.com
108097,united states,,inevitablegroup,marketing and advertising,linkedin.com/company/inevitablegroup,paradise valley,the inevitable group,arizona,10001+,inevitablechallenge.com
108663,united states,1976.0,apple,consumer electronics,linkedin.com/company/apple,cupertino,apple,california,10001+,apple.com
108686,united states,1987.0,meridian-one,marketing and advertising,linkedin.com/company/meridian-one,rolling meadows,meridian one,illinois,10001+,meridianone.com
109811,united states,1930.0,centurylink,telecommunications,linkedin.com/company/centurylink,monroe,centurylink,louisiana,10001+,centurylink.com
113432,united states,1896.0,simplexgrinnell---richmond,public safety,linkedin.com/company/simplexgrinnell---richmond,richmond,"simplexgrinnell - richmond, va",virginia,10001+,simplexgrinnell.com
116246,united states,1882.0,charlotte-mecklenburg-schools,primary/secondary education,linkedin.com/company/charlotte-mecklenburg-schools,charlotte,charlotte mecklenburg schools,north carolina,10001+,cms.k12.nc.us
116865,united states,,sip-tone-communications,telecommunications,linkedin.com/company/sip-tone-communications,,sip tone communications,virginia,10001+,sip-tone.com
116891,united states,1924.0,daikin-latam,mechanical or industrial engineering,linkedin.com/company/daikin-latam,miami,daikin applied latin america,florida,10001+,daikinlatam.com
120535,united states,1971.0,hard-rock-cafe,hospitality,linkedin.com/company/hard-rock-cafe,davie,hard rock international,florida,10001+,hardrock.com
120787,united states,1929.0,servicemaster,consumer services,linkedin.com/company/servicemaster,memphis,servicemaster,tennessee,10001+,servicemaster.com
122025,united states,1891.0,acme-markets,retail,linkedin.com/company/acme-markets,malvern,acme markets,pennsylvania,10001+,acmemarkets.com
123564,united states,1995.0,pts-america,consumer goods,linkedin.com/company/pts-america,austin,keller williams,texas,10001+,ptsamerica.com
125504,united states,1973.0,re-max-100,real estate,linkedin.com/company/re-max-100,,re/max 100,maryland,10001+,sharihodges.com
126347,united states,1968.0,crown-services,staffing and recruiting,linkedin.com/company/crown-services,columbus,crown services,ohio,10001+,crownservices.com
127943,united states,2001.0,epic-health-services-inc-,hospital & health care,linkedin.com/company/epic-health-services-inc-,dallas,"epic health services, inc.",texas,10001+,epichealthservices.com
130135,united states,,household-international,financial services,linkedin.com/company/household-international,,household international,,10001+,optwize.com
131272,united states,1927.0,vital-benefits-inc-,insurance,linkedin.com/company/vital-benefits-inc-,rolling meadows,vital benefits inc.,illinois,10001+,vitalbenefitsinc.com
131352,united states,2006.0,sally-beauty-holdings-inc.,retail,linkedin.com/company/sally-beauty-holdings-inc.,denton,"sally beauty holdings, inc.",texas,10001+,sallybeautyholdings.com
131923,united states,1956.0,usouthflorida,higher education,linkedin.com/company/usouthflorida,tampa,university of south florida,florida,10001+,usf.edu
134014,united states,2011.0,theresidencesatwfortlauderdale,real estate,linkedin.com/company/theresidencesatwfortlauderdale,fort lauderdale,the residences at w fort lauderdale,florida,10001+,wfortlauderdaleresidences.com
138208,united states,1939.0,aramark,retail,linkedin.com/company/aramark,philadelphia,aramark,pennsylvania,10001+,aramark.com
141586,united states,1960.0,covelli-enterprises,restaurants,linkedin.com/company/covelli-enterprises,warren,covelli enterprises,ohio,10001+,covelli.com
143829,united states,2011.0,kurriosity,"health, wellness and fitness",linkedin.com/company/kurriosity,deerfield beach,kurriosity,florida,10001+,kurriosity.com
145175,united states,1999.0,taleo,computer software,linkedin.com/company/taleo,dublin,taleo,california,10001+,taleo.com
147812,united states,2006.0,perspecta,marketing and advertising,linkedin.com/company/perspecta,chantilly,perspecta,virginia,10001+,perspecta.com
148913,united states,1926.0,able-services,facilities services,linkedin.com/company/able-services,san francisco,able services,california,10001+,ableserve.com
153378,united states,1895.0,chiropractor,alternative medicine,linkedin.com/company/chiropractor,johnson city,chiropractor,tennessee,10001+,powellfamilychiropractic.com
155402,united states,,jc-potter-sausage,food & beverages,linkedin.com/company/jc-potter-sausage,sherman,jc potter sausage,texas,10001+,jcpotter.com
155796,united states,,la-petite-academy,education management,linkedin.com/company/la-petite-academy,,la petite academy,,10001+,lapetite.com
156989,united states,2008.0,enstratius,information technology and services,linkedin.com/company/enstratius,eden prairie,dell cloud manager (now part of quest software),minnesota,10001+,enstratius.com
157720,united states,1973.0,michaels-stores-inc.,retail,linkedin.com/company/michaels-stores-inc.,irving,"the michaels companies, inc.",texas,10001+,michaels.com
159023,united states,2009.0,freelance-illustrator-graphic-designer-fine-artist-muralist,fine art,linkedin.com/company/freelance-illustrator-graphic-designer-fine-artist-muralist,chicago,freelance illustrator/graphic designer/fine artist/muralist,illinois,10001+,jazmingiron.com
159201,united states,1964.0,love's-travel-stops,retail,linkedin.com/company/love's-travel-stops,oklahoma city,love's travel stops,oklahoma,10001+,loves.com
160937,united states,,international-mining-alliance,mining & metals,linkedin.com/company/international-mining-alliance,new york,international mining alliance,new york,10001+,miningalliance.org
161837,united states,1821.0,george-washington-university,higher education,linkedin.com/company/george-washington-university,washington,the george washington university,district of columbia,10001+,gwu.edu
162217,united states,,casey-quirk-&-associates,management consulting,linkedin.com/company/casey-quirk-&-associates,,"casey, quirk & associates",new york,10001+,caseyquirk.com
165077,united states,1952.0,ieee-mtt-s-international-microwave-symposium-ims,wireless,linkedin.com/company/ieee-mtt-s-international-microwave-symposium-ims,piscataway,ieee mtt-s international microwave symposium (ims),new jersey,10001+,ims-ieee.org
165819,united states,1972.0,chapman-insurance,insurance,linkedin.com/company/chapman-insurance,rolling meadows,chapman & associates,illinois,10001+,chapmanins.com
168302,united states,1963.0,bcg-henderson-institute,management consulting,linkedin.com/company/bcg-henderson-institute,boston,bcg henderson institute,massachusetts,10001+,bcghendersoninstitute.com
170077,united states,1965.0,university-of-illinois-at-chicago,higher education,linkedin.com/company/university-of-illinois-at-chicago,chicago,university of illinois at chicago,illinois,10001+,uic.edu
170485,united states,1916.0,lee-health,hospital & health care,linkedin.com/company/lee-health,cape coral,lee health,florida,10001+,leehealth.org
171640,united states,1999.0,the-oceanaire-seafood-room,restaurants,linkedin.com/company/the-oceanaire-seafood-room,south houston,the oceanaire seafood room,texas,10001+,theoceanaire.com
173043,united states,1978.0,access-international_2,computer software,linkedin.com/company/access-international_2,groton,access international,massachusetts,10001+,accessint.com
173095,united states,2017.0,capitalista,political organization,linkedin.com/company/capitalista,santa barbara,capitalista,california,10001+,capitalista.mx
174446,united states,,various-boards,,linkedin.com/company/various-boards,greenwich,various companies,connecticut,10001+,tgleaders.com
176865,united states,2002.0,hawux,real estate,linkedin.com/company/hawux,manhattan,hawux,new york,10001+,hawux.com
177908,united states,,built-to-last-television,construction,linkedin.com/company/built-to-last-television,chicago,built to last television,illinois,10001+,builttolasttv.com
180259,united states,1971.0,o'charley's,restaurants,linkedin.com/company/o'charley's,,o'charley's,,10001+,ocharleys.jobs
186457,united states,1969.0,advantageresourcinggroup,staffing and recruiting,linkedin.com/company/advantageresourcinggroup,cincinnati,advantage resourcing group,ohio,10001+,advantageresourcinggroup.com
187662,united states,1961.0,turner-industries,construction,linkedin.com/company/turner-industries,baton rouge,turner industries,louisiana,10001+,turner-industries.com
188319,united states,1997.0,great-wolf-lodge,hospitality,linkedin.com/company/great-wolf-lodge,chicago,great wolf lodge,illinois,10001+,greatwolf.com
189164,united states,1976.0,sothebys-international-realty,real estate,linkedin.com/company/sothebys-international-realty,madison,sotheby's international realty,new jersey,10001+,sothebysrealty.com
195656,united states,2001.0,fmc-technologies,oil & energy,linkedin.com/company/fmc-technologies,houston,fmc technologies,texas,10001+,fmctechnologies.com
198077,united states,,thomson-financial,financial services,linkedin.com/company/thomson-financial,,thomson financial,,10001+,thomson.com
206503,united states,1951.0,the-honorable-order-of-kentucky-colonels-inc,philanthropy,linkedin.com/company/the-honorable-order-of-kentucky-colonels-inc,louisville,the honorable order of kentucky colonels,kentucky,10001+,kycolonels.org
207765,united states,1955.0,regal-beloit,electrical/electronic manufacturing,linkedin.com/company/regal-beloit,beloit,regal beloit corporation,wisconsin,10001+,regalbeloit.com
209180,united states,2002.0,meihua-holdings-group-co-ltd-,biotechnology,linkedin.com/company/meihua-holdings-group-co-ltd-,,"meihua holdings group co., ltd.",missouri,10001+,meihuagrp.com
209258,united states,2017.0,parker-industrial-air,mechanical or industrial engineering,linkedin.com/company/parker-industrial-air,overland park,clarcor industrial air,kansas,10001+,clarcorindustrialair.com
210540,united states,1911.0,whirlpool-corporation,consumer goods,linkedin.com/company/whirlpool-corporation,benton harbor,whirlpool corporation,michigan,10001+,whirlpoolcorp.com
213817,united states,,kansas-national-guard-tagd,military,linkedin.com/company/kansas-national-guard-tagd,topeka,kansas national guard,kansas,10001+,kansastag.gov
213986,united states,1965.0,kwik-trip-inc-,retail,linkedin.com/company/kwik-trip-inc-,la crosse,"kwik trip, inc.",wisconsin,10001+,kwiktrip.com
214517,united states,2001.0,fortune-hi-tech-marketing_5,marketing and advertising,linkedin.com/company/fortune-hi-tech-marketing_5,,fortune hi-tech marketing,north carolina,10001+,retirewithfortune.com
216212,united states,1903.0,americold-logistics,logistics and supply chain,linkedin.com/company/americold-logistics,atlanta,"americold logistics, llc.",georgia,10001+,americold.com
217940,united states,1941.0,prepa,utilities,linkedin.com/company/prepa,,prepa,,10001+,prepa.com
278,united states,2020.0,bluefalcontech,computer software,linkedin.com/company/bluefalcontech,longview,"blue falcon tech ,inc",texas,10001+,bluefalcontechnology.com
1700,united states,2014.0,houston-professional-women,think tanks,linkedin.com/company/houston-professional-women,houston,houston professional women,texas,10001+,houstonprofessionalwomen.org
2317,united states,2009.0,cieaura,"health, wellness and fitness",linkedin.com/company/cieaura,las vegas,cieaura,nevada,10001+,cieaura.com
4837,united states,1942.0,steelworkers,individual & family services,linkedin.com/company/steelworkers,pittsburgh,united steelworkers (usw),pennsylvania,10001+,usw.org
4981,united states,2009.0,american-marriage-ministries-the-amm-,internet,linkedin.com/company/american-marriage-ministries-the-amm-,seattle,american marriage ministries (the amm),washington,10001+,theamm.org
5733,united states,1997.0,illinois-department-of-human-service-bureau-of-recruitment-and-selection,government administration,linkedin.com/company/illinois-department-of-human-service-bureau-of-recruitment-and-selection,east springfield,illinois department of human services,illinois,10001+,state.il.us
10295,united states,2007.0,kraft-foods-alumni-network,consumer goods,linkedin.com/company/kraft-foods-alumni-network,new orleans,kraft foods alumni network,louisiana,10001+,kraftfoodsalumni.com
15545,united states,,anthem,insurance,linkedin.com/company/anthem,indianapolis,anthem,indiana,10001+,anthem.com
15615,united states,1824.0,medical-university-of-south-carolina,hospital & health care,linkedin.com/company/medical-university-of-south-carolina,charleston,medical university of south carolina,south carolina,10001+,musc.edu
17386,united states,2017.0,advancinghumanity,human resources,linkedin.com/company/advancinghumanity,phoenix,humanity,arizona,10001+,humanity.network
22006,united states,1964.0,sally-beauty-company,retail,linkedin.com/company/sally-beauty-company,denton,sally beauty,texas,10001+,sallybeauty.com
22542,united states,,umiamihealth,hospital & health care,linkedin.com/company/umiamihealth,miami,university of miami health system,florida,10001+,umiamihealth.org
23971,united states,2003.0,self-employed-android-development,computer software,linkedin.com/company/self-employed-android-development,mountain view,self-employed - android development,california,10001+,android.com
24738,united states,1968.0,hca-physician-recruitment,hospital & health care,linkedin.com/company/hca-physician-recruitment,brentwood,hca healthcare,tennessee,10001+,practicewithus.com
26346,united states,1870.0,loudoun-county-public-schools,primary/secondary education,linkedin.com/company/loudoun-county-public-schools,ashburn,loudoun county public schools,virginia,10001+,lcps.org
27712,united states,,fire-coalition,non-profit organization management,linkedin.com/company/fire-coalition,,fire coalition,,10001+,firecoalition.com
28715,united states,1927.0,olney-hradvantage,human resources,linkedin.com/company/olney-hradvantage,rolling meadows,olney/hradvantage,illinois,10001+,olneyassociates.com
29623,united states,1896.0,trissel-graham-&-toole,insurance,linkedin.com/company/trissel-graham-&-toole,rolling meadows,trissel graham & toole,illinois,10001+,tgtinsurance.com
34109,united states,1996.0,qwest-communications-international-ltd.,telecommunications,linkedin.com/company/qwest-communications-international-ltd.,denver,qwest communications international ltd.,colorado,10001+,qwest.com
37142,united states,1992.0,nuance-communications,computer software,linkedin.com/company/nuance-communications,burlington,nuance communications,massachusetts,10001+,nuance.com
37761,united states,1968.0,fis,information technology and services,linkedin.com/company/fis,jacksonville,fis,florida,10001+,fisglobal.com
42845,united states,1966.0,best-buy,retail,linkedin.com/company/best-buy,richfield,best buy,minnesota,10001+,bestbuy.com
43297,united states,1991.0,103.3-95.9-earth-fm-wrth,broadcast media,linkedin.com/company/103.3-95.9-earth-fm-wrth,greenville,,south carolina,10001+,earthfmwrth.com
43510,united states,1952.0,comforce,hospital & health care,linkedin.com/company/comforce,duluth,comforce,georgia,10001+,comforce.com
44191,united states,1992.0,mobile-learner-labs-ltd-,e-learning,linkedin.com/company/mobile-learner-labs-ltd-,bellevue,mobile learner labs ltd.,washington,10001+,mlearner.com
44882,united states,1994.0,lifespan,hospital & health care,linkedin.com/company/lifespan,providence,lifespan,rhode island,10001+,lifespan.org
45884,united states,1976.0,klacorp,semiconductors,linkedin.com/company/klacorp,milpitas,kla-tencor,california,10001+,kla.com
48528,united states,,hatchedlabs,think tanks,linkedin.com/company/hatchedlabs,san francisco,"hatched labs, inc.",california,10001+,hatchedlabs.com
50531,united states,,medical-city-healthcare,hospital & health care,linkedin.com/company/medical-city-healthcare,dallas,medical city healthcare (formerly hca north texas),texas,10001+,medicalcityhealthcare.com
50777,united states,,first-service,consumer services,linkedin.com/company/first-service,,first service,florida,10001+,firstservice.com
51572,united states,,crowe-horwath-international,accounting,linkedin.com/company/crowe-horwath-international,new york,crowe horwath international,new york,10001+,crowehorwath.net
51642,united states,,lehman-brothers,capital markets,linkedin.com/company/lehman-brothers,,lehman brothers,,10001+,lehman.com
52398,united states,1988.0,sms-holdings,facilities services,linkedin.com/company/sms-holdings,nashville,sms holdings,tennessee,10001+,smsholdings.com
52792,united states,,geaviation,airlines/aviation,linkedin.com/company/geaviation,cincinnati,ge aviation,ohio,10001+,geaviation.com
53414,united states,1932.0,amphenol,electrical/electronic manufacturing,linkedin.com/company/amphenol,wallingford,amphenol,connecticut,10001+,amphenol-tcs.com
55113,united states,,communityhomecareandhospice,hospital & health care,linkedin.com/company/communityhomecareandhospice,mooresville,community home care and hospice,north carolina,10001+,communityhch.com
55350,united states,,red-robin,restaurants,linkedin.com/company/red-robin,greenwood village,red robin,colorado,10001+,redrobin.jobs
56969,united states,1994.0,laboratory-corporation-of-america-holdings,medical practice,linkedin.com/company/laboratory-corporation-of-america-holdings,burlington,laboratory corporation of america holdings,north carolina,10001+,labcorp-locations.com
59964,united states,1984.0,asianfinancialsociety,financial services,linkedin.com/company/asianfinancialsociety,new york,asian financial society,new york,10001+,afstoday.org
61711,united states,,aramark-k12,food & beverages,linkedin.com/company/aramark-k12,philadelphia,aramark k12,pennsylvania,10001+,aramarkeducation.com
62587,united states,1972.0,money-magazine,publishing,linkedin.com/company/money-magazine,,money magazine,,10001+,money.com
62615,united states,1993.0,revana,information technology and services,linkedin.com/company/revana,englewood,revana,colorado,10001+,revana.com
66312,united states,,state-of-ohio,government administration,linkedin.com/company/state-of-ohio,,state of ohio,,10001+,ohio.gov
67457,united states,1882.0,industry-week,media production,linkedin.com/company/industry-week,cleveland,industryweek,ohio,10001+,industryweek.com
70385,united states,1931.0,sew_eurodrive_us,industrial automation,linkedin.com/company/sew_eurodrive_us,lyman,sew-eurodrive - usa,south carolina,10001+,seweurodrive.com
72945,united states,,-army-medicine-civilian-corps,military,linkedin.com/company/-army-medicine-civilian-corps,sam houston,army medicine civilian corps,texas,10001+,civilianmedicaljobs.com
73036,united states,2012.0,northebridge,aviation & aerospace,linkedin.com/company/northebridge,los angeles,northebridge,california,10001+,northebridge.com
73163,united states,1992.0,lifetimeinc,"health, wellness and fitness",linkedin.com/company/lifetimeinc,chanhassen,life time inc.,minnesota,10001+,lifetimefitness.com
74904,united states,2016.0,falcon-americas-finance,financial services,linkedin.com/company/falcon-americas-finance,miami,robert half management resources,florida,10001+,falconamericasfinance.com
75545,united states,2000.0,monsanto,farming,linkedin.com/company/monsanto,st. louis,monsanto company,missouri,10001+,monsanto.com
76146,united states,,sky-way,fund-raising,linkedin.com/company/sky-way,berea,sky way,ohio,10001+,skywaydvinsk.blogspot.com
76636,united states,1906.0,junior-league-of-boston,non-profit organization management,linkedin.com/company/junior-league-of-boston,boston,junior league of boston,massachusetts,10001+,jlboston.org
80175,united states,1996.0,vfw,non-profit organization management,linkedin.com/company/vfw,kansas city,vfw,missouri,10001+,vfwfoundation.org
80941,united states,,umass-memorial-medical-center,hospital & health care,linkedin.com/company/umass-memorial-medical-center,north worcester,umass memorial medical center,massachusetts,10001+,umassmemorial.org
80991,united states,2019.0,l3harris-technologies,defense & space,linkedin.com/company/l3harris-technologies,melbourne,l3harris technologies,florida,10001+,l3harris.com
81856,united states,1957.0,capital-bauer-insurance,insurance,linkedin.com/company/capital-bauer-insurance,rolling meadows,capital bauer insurance,illinois,10001+,capitalbauer.com
83482,united states,1970.0,urban-outfitters,apparel & fashion,linkedin.com/company/urban-outfitters,,urban outfitters,pennsylvania,10001+,urbanoutfitters.com
83734,united states,1980.0,whole-foods-market,supermarkets,linkedin.com/company/whole-foods-market,austin,whole foods market,texas,10001+,wholefoodsmarket.com
84460,united states,1972.0,mccormick-&-schmick's,hospitality,linkedin.com/company/mccormick-&-schmick's,south houston,mccormick & schmick's,texas,10001+,mccormickandschmicks.com
86952,united states,,marriott_hotels_resorts,hospitality,linkedin.com/company/marriott_hotels_resorts,bethesda,marriott hotels,maryland,10001+,marriotthotels.com
92930,united states,,cto-sun-holdings,food & beverages,linkedin.com/company/cto-sun-holdings,dallas,"sun holdings, inc.",texas,10001+,sunholdings.net
93636,united states,2010.0,the-air-lab-at-carnegie-mellon-university,research,linkedin.com/company/the-air-lab-at-carnegie-mellon-university,pittsburgh,the air lab at carnegie mellon university,pennsylvania,10001+,theairlab.org
97564,united states,1972.0,arcticsloperegionalcorporation,oil & energy,linkedin.com/company/arcticsloperegionalcorporation,,arctic slope regional corporation,alaska,10001+,asrc.com
99041,united states,1953.0,sonic-drive-in,restaurants,linkedin.com/company/sonic-drive-in,oklahoma city,sonic drive-in,oklahoma,10001+,sonicdrivein.com
100570,united states,2004.0,ledengin-inc,semiconductors,linkedin.com/company/ledengin-inc,san jose,"led engin, inc",california,10001+,ledengin.com
102641,united states,2009.0,marineforcescyber,computer & network security,linkedin.com/company/marineforcescyber,fort george g meade,u.s. marine corps forces cyberspace command,maryland,10001+,marinecorpsconceptsandprograms.com
104251,united states,1995.0,advocate-health-care,hospital & health care,linkedin.com/company/advocate-health-care,downers grove,advocate health care,illinois,10001+,advocatehealth.com
104660,united states,,keller-williams-preferred-realty,real estate,linkedin.com/company/keller-williams-preferred-realty,durham,keller williams preferred realty,north carolina,10001+,soldbyjohnt.com
105086,united states,2017.0,syneoshealthcommunications,marketing and advertising,linkedin.com/company/syneoshealthcommunications,morrisville,syneos health communications (previously inventiv health communications),north carolina,10001+,syneoshealthcommunications.com
106296,united states,1986.0,environmental-systems-inc-esi-,mechanical or industrial engineering,linkedin.com/company/environmental-systems-inc-esi-,brookfield,cbre | esi,wisconsin,10001+,thinkesi.com
107914,united states,,wella,cosmetics,linkedin.com/company/wella,,wella,,10001+,wella.com
108143,united states,1987.0,the-novick-group,insurance,linkedin.com/company/the-novick-group,rolling meadows,the novick group,illinois,10001+,novickgroup.com
110964,united states,1826.0,yale-new-haven-hospital,hospital & health care,linkedin.com/company/yale-new-haven-hospital,new haven,yale new haven hospital,connecticut,10001+,ynhh.org
112593,united states,1995.0,ebay,internet,linkedin.com/company/ebay,san jose,ebay,california,10001+,ebayinc.com
113767,united states,,gmac-home-services,real estate,linkedin.com/company/gmac-home-services,,gmac home services,,10001+,gmacrealestate.com
116810,united states,2012.0,silabtech-pvt-ltd,semiconductors,linkedin.com/company/silabtech-pvt-ltd,mountain view,silabtech pvt ltd,california,10001+,silabtech.com
117648,united states,,c-&-c-engineering,environmental services,linkedin.com/company/c-&-c-engineering,,c & c engineering,,10001+,ccengineer.net
119056,united states,,reef-parking,commercial real estate,linkedin.com/company/reef-parking,miami,reef parking,florida,10001+,reeftechnology.com
119270,united states,1986.0,spatial-corp,computer software,linkedin.com/company/spatial-corp,broomfield,spatial corp,colorado,10001+,spatial.com
125502,united states,2003.0,r1-rcm,hospital & health care,linkedin.com/company/r1-rcm,chicago,r1 rcm,illinois,10001+,r1rcm.com
129366,united states,1985.0,california-pizza-kitchen,restaurants,linkedin.com/company/california-pizza-kitchen,playa vista,california pizza kitchen,california,10001+,cpk.com
130812,united states,1976.0,pra-international,research,linkedin.com/company/pra-international,raleigh,pra health sciences,north carolina,10001+,rpsweb.com
131498,united states,1929.0,j.r.-simplot-company,food production,linkedin.com/company/j.r.-simplot-company,boise,j.r. simplot company,idaho,10001+,simplot.com
133196,united states,2007.0,rx-ohio-collaborative,"health, wellness and fitness",linkedin.com/company/rx-ohio-collaborative,columbus,rx ohio collaborative,ohio,10001+,rxoc.org
136750,united states,,nhaainc,higher education,linkedin.com/company/nhaainc,hampton,"national hampton alumni association, inc.",virginia,10001+,nhaainc.org
141598,united states,1889.0,clemson-university,higher education,linkedin.com/company/clemson-university,clemson,clemson university,south carolina,10001+,clemson.edu
145271,united states,1978.0,trimble,electrical/electronic manufacturing,linkedin.com/company/trimble,sunnyvale,trimble inc.,california,10001+,trimble.com
145650,united states,,anthem-national-accounts,insurance,linkedin.com/company/anthem-national-accounts,indianapolis,anthem national accounts,indiana,10001+,yourplacecentral.com
149094,united states,2003.0,tesla-motors,automotive,linkedin.com/company/tesla-motors,palo alto,tesla,california,10001+,tesla.com
150485,united states,1997.0,covance,pharmaceuticals,linkedin.com/company/covance,princeton,covance,new jersey,10001+,covance.com
152155,united states,2015.0,esrag-environmental-sustainability-rotary-action-group,non-profit organization management,linkedin.com/company/esrag-environmental-sustainability-rotary-action-group,madison,esrag - environmental sustainability rotary action group,wisconsin,10001+,esrag.org
157631,united states,1972.0,nike,sporting goods,linkedin.com/company/nike,beaverton,nike,oregon,10001+,nike.com
162279,united states,,u.s.-house-of-representatives,legislative office,linkedin.com/company/u.s.-house-of-representatives,washington,u.s. house of representatives,district of columbia,10001+,house.gov
163168,united states,,events-council,events services,linkedin.com/company/events-council,washington,events industry council,district of columbia,10001+,eventscouncil.org
164023,united states,1899.0,federal-mogul-pt,automotive,linkedin.com/company/federal-mogul-pt,southfield,federal-mogul powertrain,michigan,10001+,federalmogul.com
164954,united states,1960.0,paradies-lagardere,retail,linkedin.com/company/paradies-lagardere,atlanta,paradies lagardère,georgia,10001+,paradieslagardere.com
168629,united states,1995.0,resource-employment-solutions,staffing and recruiting,linkedin.com/company/resource-employment-solutions,orlando,resource employment solutions,florida,10001+,resourceemployment.com
169367,united states,1926.0,uti-worldwide,logistics and supply chain,linkedin.com/company/uti-worldwide,long beach,uti worldwide,california,10001+,go2uti.com
169457,united states,1968.0,-red-lobster,restaurants,linkedin.com/company/-red-lobster,orlando,red lobster,florida,10001+,redlobster.com
170015,united states,2019.0,thewcnc,international affairs,linkedin.com/company/thewcnc,new york,the global partnership for civic engagement,new york,10001+,thewcnc.org
172112,united states,,mitsubishi-digital-electronics,electrical/electronic manufacturing,linkedin.com/company/mitsubishi-digital-electronics,cypress,mitsubishi digital electronics,california,10001+,me-vis.com
173717,united states,1992.0,american-asset-protection-,security and investigations,linkedin.com/company/american-asset-protection-,los angeles,american asset protection®,california,10001+,americanassetprotection.com
174275,united states,2013.0,talented-nurse-finders,hospital & health care,linkedin.com/company/talented-nurse-finders,fort worth,talented nurse finders,texas,10001+,talentednursefinders.com
175734,united states,1847.0,university-of-iowa,higher education,linkedin.com/company/university-of-iowa,iowa city,university of iowa,iowa,10001+,uiowa.edu
178817,united states,,atlantic-health,hospital & health care,linkedin.com/company/atlantic-health,morristown,atlantic health system,new jersey,10001+,atlantichealth.org
179124,united states,,ytb,"leisure, travel & tourism",linkedin.com/company/ytb,,ytb,,10001+,whitediamondtravel.com
179558,united states,1922.0,smartstyle-salon,retail,linkedin.com/company/smartstyle-salon,minneapolis,smartstyle salons,minnesota,10001+,smartstyle.com
179843,united states,2015.0,refund-connection,accounting,linkedin.com/company/refund-connection,,refund connection,california,10001+,refundconnection.com
