,country,founded,id,industry,linkedin_url,locality,name,region,size,website
3364,united states,,mccannworldgroup,marketing and advertising,linkedin.com/company/mccannworldgroup,new york,mccann worldgroup,new york,10001+,mccannworldgroup.com
4240,united states,1980.0,unitedhealth-group,hospital & health care,linkedin.com/company/unitedhealth-group,,unitedhealth group,,10001+,unitedhealthgroup.com
5665,united states,1927.0,gs-levine-insurance-services-inc.,insurance,linkedin.com/company/gs-levine-insurance-services-inc.,rolling meadows,"gs levine insurance services, inc.",illinois,10001+,gslevine.com
7522,united states,,imaginationmarketing,marketing and advertising,linkedin.com/company/imaginationmarketing,,imagination-marketing,,10001+,imagination-marketing.com
9272,united states,2008.0,velocity-reos-inc,real estate,linkedin.com/company/velocity-reos-inc,bradenton,"velocity reos, inc",florida,10001+,velocityreos.com
9962,united states,1979.0,larry-h-miller-group-of-companies,retail,linkedin.com/company/larry-h-miller-group-of-companies,sandy,larry h. miller group of companies,utah,10001+,lhmsports.com
13369,united states,,convenience-solutions-by-sodexo,food & beverages,linkedin.com/company/convenience-solutions-by-sodexo,san antonio,convenience solutions by sodexo,texas,10001+,breakwithsodexo.com
13930,united states,1955.0,park-lane-jewelry,luxury goods & jewelry,linkedin.com/company/park-lane-jewelry,schaumburg,park lane jewelry,illinois,10001+,parklanejewelry.com
14707,united states,,university-of-south-carolina,higher education,linkedin.com/company/university-of-south-carolina,columbia,university of south carolina,south carolina,10001+,sc.edu
17280,united states,1986.0,usm,facilities services,linkedin.com/company/usm,norristown,usm,pennsylvania,10001+,usmservices.com
18150,united states,,general-dynamics-itronix,information technology and services,linkedin.com/company/general-dynamics-itronix,spokane valley,general dynamics itronix,washington,10001+,gd-itronix.com
18352,united states,1969.0,penske-logistics,logistics and supply chain,linkedin.com/company/penske-logistics,reading,penske logistics,pennsylvania,10001+,penskelogistics.com
29822,united states,1991.0,logan's-roadhouse,restaurants,linkedin.com/company/logan's-roadhouse,,logan's roadhouse,,10001+,logansroadhouse.com
29846,united states,1924.0,andy-frain-training-academy,security and investigations,linkedin.com/company/andy-frain-training-academy,houston,andy frain training academy,texas,10001+,square.site
30632,united states,,the-healthcare-resort-of-colorado-springs,hospital & health care,linkedin.com/company/the-healthcare-resort-of-colorado-springs,colorado springs,the healthcare resort of colorado springs,colorado,10001+,thehealthcareresortcs.com
32457,united states,1949.0,circuit-city,retail,linkedin.com/company/circuit-city,,circuit city,,10001+,circuitcity.com
35269,united states,1970.0,northside-hospital,hospital & health care,linkedin.com/company/northside-hospital,atlanta,northside hospital,georgia,10001+,northside.com
36622,united states,1946.0,ch2m,civil engineering,linkedin.com/company/ch2m,englewood,ch2m hill,colorado,10001+,ch2m.com
41217,united states,2001.0,july-systems,information technology and services,linkedin.com/company/july-systems,burlingame,july systems,california,10001+,julysystems.com
41946,united states,1990.0,results-cx,outsourcing/offshoring,linkedin.com/company/results-cx,fort lauderdale,the results companies,florida,10001+,results-cx.com
43909,united states,1971.0,university-of-wisconsin-system,higher education,linkedin.com/company/university-of-wisconsin-system,madison,university of wisconsin system,wisconsin,10001+,wisconsin.edu
45899,united states,,aptargroup-inc-,packaging and containers,linkedin.com/company/aptargroup-inc-,,aptar,,10001+,aptar.com
46723,united states,2013.0,spartannash,retail,linkedin.com/company/spartannash,grand rapids,spartannash,michigan,10001+,spartannash.com
50229,united states,,truncellito-associates-llc,biotechnology,linkedin.com/company/truncellito-associates-llc,,"truncellito associates, llc",,10001+,truncellitoassociates.com
50964,united states,,l-3-comcept,defense & space,linkedin.com/company/l-3-comcept,rockwall,l-3 comcept,texas,10001+,comceptinc.com
51508,united states,,marlboro,apparel & fashion,linkedin.com/company/marlboro,richmond,marlboro,virginia,10001+,marlboro.com
51637,united states,2000.0,seahorse-bioscience,biotechnology,linkedin.com/company/seahorse-bioscience,lexington,seahorse bioscience,massachusetts,10001+,seahorsebio.com
56518,united states,2009.0,mapr-technologies,computer software,linkedin.com/company/mapr-technologies,santa clara,mapr technologies,california,10001+,mapr.com
60008,united states,1992.0,hclunica,computer software,linkedin.com/company/hclunica,sunnyvale,unica,california,10001+,unica.com
60371,united states,1981.0,michael-kors-usa-inc.,retail,linkedin.com/company/michael-kors-usa-inc.,new york,"michael kors (usa), inc.",new york,10001+,destinationkors.com
64954,united states,1998.0,apple-american-group,restaurants,linkedin.com/company/apple-american-group,independence,apple american group llc,ohio,10001+,appleamerican.com
65195,united states,1995.0,fox-lawson-&-associates,human resources,linkedin.com/company/fox-lawson-&-associates,rolling meadows,fox lawson & associates,illinois,10001+,foxlawson.com
66367,united states,2011.0,experis,staffing and recruiting,linkedin.com/company/experis,milwaukee,experis,wisconsin,10001+,experis.com
74848,united states,1902.0,cocacolaconsolidated,food & beverages,linkedin.com/company/cocacolaconsolidated,charlotte,coca-cola bottling co. consolidated,north carolina,10001+,cokeconsolidated.com
74890,united states,1942.0,epson-md,semiconductors,linkedin.com/company/epson-md,long beach,epson microdevices,california,10001+,epsondevice.com
74900,united states,,uaw-local-862,automotive,linkedin.com/company/uaw-local-862,,uaw local 862,,10001+,uaw862.org
75292,united states,2015.0,starfiretalent,entertainment,linkedin.com/company/starfiretalent,las vegas,starfiretalent,nevada,10001+,starfiretalent.com
75479,united states,1966.0,interim-healthcare,hospital & health care,linkedin.com/company/interim-healthcare,sunrise,interim healthcare,florida,10001+,interimhealthcare.com
77949,united states,1846.0,university-at-buffalo,higher education,linkedin.com/company/university-at-buffalo,buffalo,university at buffalo,new york,10001+,buffalo.edu
78105,united states,1991.0,crothall-healthcare,hospital & health care,linkedin.com/company/crothall-healthcare,wayne,crothall healthcare,pennsylvania,10001+,crothall.com
78140,united states,1999.0,ideanco.,management consulting,linkedin.com/company/ideanco.,new york,ideanco.,new york,10001+,ideanco.com
87919,united states,1844.0,ymca,non-profit organization management,linkedin.com/company/ymca,chicago,the y (ymca),illinois,10001+,ymca.net
90532,united states,1974.0,hometown-values-magazine,"health, wellness and fitness",linkedin.com/company/hometown-values-magazine,lynnwood,"enagic - kangen water \change your water.....change your life\""""",washington,10001+,pureh2operfected.com
91094,united states,2017.0,dxctechnology,information technology and services,linkedin.com/company/dxctechnology,,dxc technology,virginia,10001+,dxc.technology
94560,united states,,bncbrandpartnerships,marketing and advertising,linkedin.com/company/bncbrandpartnerships,basking ridge,barnes & noble college | brand partnerships,new jersey,10001+,bncollegemarketing.com
96999,united states,,steve-&-barry's,retail,linkedin.com/company/steve-&-barry's,,steve & barry's,,10001+,steveandbarrys.com
97044,united states,,wealthmasters-international,marketing and advertising,linkedin.com/company/wealthmasters-international,,wealthmasters international,,10001+,john-robbins.com
101138,united states,1983.0,enterasys-networks,computer networking,linkedin.com/company/enterasys-networks,san jose,enterasys networks,california,10001+,enterasys.com
103518,united states,2017.0,la-belle-vie-bakery,food & beverages,linkedin.com/company/la-belle-vie-bakery,scottsdale,la belle vie bakery and fine foods,arizona,10001+,la-belle-vie-bakery.com
108041,united states,1837.0,state-of-michigan,government administration,linkedin.com/company/state-of-michigan,lansing,state of michigan,michigan,10001+,michigan.gov
110585,united states,1636.0,kentucky-army-national-guard-recruiting-and-retention,military,linkedin.com/company/kentucky-army-national-guard-recruiting-and-retention,frankfort,kentucky army national guard recruiting and retention,kentucky,10001+,kyarmyguard.com
112570,united states,2008.0,gibiru-anonymous-search-engine,internet,linkedin.com/company/gibiru-anonymous-search-engine,san jose,gibiru - uncensored anonymous search engine,california,10001+,giber.com
113787,united states,2012.0,clube-de-viagens,entertainment,linkedin.com/company/clube-de-viagens,rockwood,clube de viagens,texas,10001+,clubeviajemais.com.br
114166,united states,1908.0,progress-energy,utilities,linkedin.com/company/progress-energy,raleigh,progress energy,north carolina,10001+,progress-energy.com
114934,united states,1999.0,power-team-international,professional training & coaching,linkedin.com/company/power-team-international,garden grove,power team international,california,10001+,powerteamus.net
116293,united states,,intravan-us,computer software,linkedin.com/company/intravan-us,,intravan u.s.,,10001+,intravan.us
117813,united states,2013.0,leave-it-to-leah,entertainment,linkedin.com/company/leave-it-to-leah,valley village,leave it to leah!,california,10001+,leaveittoleah.com
121262,united states,1983.0,corecivic,law enforcement,linkedin.com/company/corecivic,nashville,corrections corporation of america,tennessee,10001+,corecivic.com
121294,united states,,nef,telecommunications,linkedin.com/company/nef,newton,nef,massachusetts,10001+,nefiber.com
121537,united states,1952.0,the-savemart-companies,retail,linkedin.com/company/the-savemart-companies,modesto,save mart supermarkets,california,10001+,thesavemartcompanies.com
123102,united states,1900.0,bridgestone,automotive,linkedin.com/company/bridgestone,nashville,bridgestone,tennessee,10001+,bridgestoneamericas.com
125986,united states,2000.0,minuteclinic,hospital & health care,linkedin.com/company/minuteclinic,woonsocket,cvs minuteclinic,rhode island,10001+,minuteclinic.com
126799,united states,1971.0,opportunity-international,non-profit organization management,linkedin.com/company/opportunity-international,chicago,opportunity international,illinois,10001+,opportunity.org
127767,united states,,zurvita,marketing and advertising,linkedin.com/company/zurvita,,zurvita,texas,10001+,trueteam.info
130764,united states,1984.0,inventiv-health-clinical,pharmaceuticals,linkedin.com/company/inventiv-health-clinical,raleigh,inventiv health clinical,north carolina,10001+,inventivhealthclinical.com
132478,united states,1967.0,typarwraps,building materials,linkedin.com/company/typarwraps,evansville,typar,indiana,10001+,typar.com
134756,united states,1962.0,kohls-department-stores,retail,linkedin.com/company/kohls-department-stores,menomonee falls,kohl's department stores,wisconsin,10001+,kohls.com
135443,united states,1883.0,leggett-&-platt,furniture,linkedin.com/company/leggett-&-platt,carthage,leggett & platt,missouri,10001+,leggett.com
139252,united states,,syncreon,logistics and supply chain,linkedin.com/company/syncreon,auburn hills,syncreon,michigan,10001+,syncreon.com
140181,united states,1995.0,williams-leininger-&-cosby-p.a.,law practice,linkedin.com/company/williams-leininger-&-cosby-p.a.,sunnyvale,"williams, leininger & cosby, p.a.",california,10001+,wlclaw.com
145132,united states,1995.0,financial-services-inc,insurance,linkedin.com/company/financial-services-inc,knoxville,financial services inc,tennessee,10001+,getfsi.com
147056,united states,1996.0,mohegangaming,gambling & casinos,linkedin.com/company/mohegangaming,uncasville,mohegan gaming & entertainment,connecticut,10001+,mohegangaming.com
147279,united states,1997.0,celebrity-cruises,hospitality,linkedin.com/company/celebrity-cruises,miami,"celebrity cruises, inc.",florida,10001+,celebritycruises.com
148240,united states,1851.0,dole-food-company,food production,linkedin.com/company/dole-food-company,charlotte,dole food company,north carolina,10001+,dole.com
149236,united states,,marcanthony,real estate,linkedin.com/company/marcanthony,beverly hills,marc anthony,california,10001+,marcanthonyestates.com
149902,united states,1978.0,levy-restaurants,food & beverages,linkedin.com/company/levy-restaurants,chicago,levy restaurants,illinois,10001+,levyrestaurants.com
150768,united states,,ssm-health-care,hospital & health care,linkedin.com/company/ssm-health-care,st. louis,ssm health,missouri,10001+,ssmhc.com
151375,united states,2000.0,topgolf,entertainment,linkedin.com/company/topgolf,dallas,topgolf,texas,10001+,topgolf.com
153164,united states,2020.0,howmet-aerospace,aviation & aerospace,linkedin.com/company/howmet-aerospace,pittsburgh,howmet aerospace,pennsylvania,10001+,howmet.com
153312,united states,2013.0,axalta,automotive,linkedin.com/company/axalta,philadelphia,axalta coating systems,pennsylvania,10001+,axaltacoatingsystems.com
158532,united states,1999.0,pactiv,packaging and containers,linkedin.com/company/pactiv,lake forest,"pactiv, llc",illinois,10001+,pactiv.com
158848,united states,1871.0,hillsboroughschools,primary/secondary education,linkedin.com/company/hillsboroughschools,tampa,school district of hillsborough county,florida,10001+,sdhc.k12.fl.us
161173,united states,,international-brotherhood-of-boilermakers,non-profit organization management,linkedin.com/company/international-brotherhood-of-boilermakers,,international brotherhood of boilermakers,kansas,10001+,boilermakers.org
162148,united states,1971.0,southwest-airlines,airlines/aviation,linkedin.com/company/southwest-airlines,dallas,southwest airlines,texas,10001+,southwest.com
163588,united states,,spencer-gifts,retail,linkedin.com/company/spencer-gifts,,spencer gifts,new jersey,10001+,spencersonline.com
164705,united states,2005.0,novelis,mining & metals,linkedin.com/company/novelis,atlanta,novelis,georgia,10001+,novelis.com
170287,united states,,icl---performance-products-lp,chemicals,linkedin.com/company/icl---performance-products-lp,st. louis,icl - performance products lp,missouri,10001+,icl-pp.com
171734,united states,1998.0,bank-of-america,banking,linkedin.com/company/bank-of-america,charlotte,bank of america,north carolina,10001+,bankofamerica.com
175809,united states,1991.0,pantech,telecommunications,linkedin.com/company/pantech,,"pantech wireless, inc.",,10001+,pantechusa.com
176053,united states,2010.0,knight-swift-transportation-holdings-inc,logistics and supply chain,linkedin.com/company/knight-swift-transportation-holdings-inc,phoenix,knight-swift transportation holdings inc,arizona,10001+,knight-swift.com
177859,united states,1989.0,time-warner-cable,telecommunications,linkedin.com/company/time-warner-cable,stamford,time warner cable,connecticut,10001+,timewarnercable.com
179071,united states,1980.0,mdc-partners,marketing and advertising,linkedin.com/company/mdc-partners,brooklyn,mdc partners,new york,10001+,mdc-partners.com
179839,united states,2015.0,doubletree-hotel-&-miami-airport-convention-center,hospitality,linkedin.com/company/doubletree-hotel-&-miami-airport-convention-center,key west,playa largo resort & spa,florida,10001+,playalargoresort.com
180077,united states,,itw-buildex,building materials,linkedin.com/company/itw-buildex,,itw buildex,,10001+,itwbuildex.com
183152,united states,1977.0,health-management-associates-inc.,hospital & health care,linkedin.com/company/health-management-associates-inc.,naples,"health management associates, inc.",florida,10001+,hma.com
185117,united states,1955.0,baptisthealth,hospital & health care,linkedin.com/company/baptisthealth,jacksonville,baptist health,florida,10001+,baptistjax.com
186704,united states,1996.0,aapm-®-american-academy-of-project-management-®,education management,linkedin.com/company/aapm-®-american-academy-of-project-management-®,colorado springs,aapm ®  american academy of project management ®,colorado,10001+,certifiedprojectmanager.org
187681,united states,1784.0,bny-mellon,financial services,linkedin.com/company/bny-mellon,new york,bny mellon,new york,10001+,bnymellon.com
187726,united states,2008.0,rocksugar-pan-asian-kitchen,restaurants,linkedin.com/company/rocksugar-pan-asian-kitchen,los angeles,rocksugar southeast asian kitchen,california,10001+,rocksugarpanasiankitchen.com
188054,united states,,penton-media,information services,linkedin.com/company/penton-media,new york,penton media,new york,10001+,penton.com
188764,united states,,la-societe-des-quarante-hommes-et-huit-chaveaux,non-profit organization management,linkedin.com/company/la-societe-des-quarante-hommes-et-huit-chaveaux,,la societe des quarante hommes et huit chaveaux,indiana,10001+,fortyandeight.org
189670,united states,,ballad-health,hospital & health care,linkedin.com/company/ballad-health,johnson city,ballad health,tennessee,10001+,balladhealth.org
194882,united states,2017.0,oathco,internet,linkedin.com/company/oathco,new york,oath,new york,10001+,oath.com
196560,united states,1946.0,unicef,non-profit organization management,linkedin.com/company/unicef,new york,unicef,new york,10001+,unicef.org
200660,united states,1998.0,iasis-healthcare,hospital & health care,linkedin.com/company/iasis-healthcare,franklin,iasis healthcare,tennessee,10001+,iasishealthcare.com
201839,united states,1818.0,school-district-of-philadelphia,education management,linkedin.com/company/school-district-of-philadelphia,philadelphia,school district of philadelphia,pennsylvania,10001+,philasd.org
203750,united states,2013.0,mountsinainyc,hospital & health care,linkedin.com/company/mountsinainyc,new york,mount sinai health system,new york,10001+,mountsinaihealth.org
205390,united states,,signet-diagnostic,hospital & health care,linkedin.com/company/signet-diagnostic,,signet diagnostic,florida,10001+,signetdiagnostic.com
205401,united states,1888.0,alcoa,mining & metals,linkedin.com/company/alcoa,pittsburgh,alcoa,pennsylvania,10001+,alcoa.com
207346,united states,,translife,non-profit organization management,linkedin.com/company/translife,,translife,,10001+,translife.org
207914,united states,1973.0,scientific-games,information technology and services,linkedin.com/company/scientific-games,las vegas,scientific games,nevada,10001+,scientificgames.com
210273,united states,1918.0,california-basketball-officials-association,sports,linkedin.com/company/california-basketball-officials-association,redondo beach,california basketball officials association,california,10001+,cboa.net
211094,united states,1918.0,concamin-us,international affairs,linkedin.com/company/concamin-us,houston,concamin us,texas,10001+,concamin.us
211251,united states,1991.0,global-ip-services-inc,legal services,linkedin.com/company/global-ip-services-inc,fort lauderdale,global ip services inc,florida,10001+,globalipservices.com
215443,united states,1927.0,ahrold-fay-rosenberg,insurance,linkedin.com/company/ahrold-fay-rosenberg,rolling meadows,ahrold fay rosenberg,illinois,10001+,afrinsurance.com
215713,united states,,cox-business,telecommunications,linkedin.com/company/cox-business,atlanta,cox business,georgia,10001+,coxbusiness.com
215862,united states,2017.0,extra-cool-inc2,broadcast media,linkedin.com/company/extra-cool-inc2,los angeles,extra cool inc.,california,10001+,extracoolinc.com
218681,united states,1969.0,los-angeles-community-college-district,higher education,linkedin.com/company/los-angeles-community-college-district,los angeles,los angeles community college district,california,10001+,laccd.edu
499,united states,1974.0,restoration-leadership-institute,construction,linkedin.com/company/restoration-leadership-institute,elk grove village,"dki ventures, llc",illinois,10001+,dkiventures.com
2442,united states,1983.0,cebglobal,information technology and services,linkedin.com/company/cebglobal,arlington,ceb,virginia,10001+,cebglobal.com
3544,united states,1952.0,national-security-agency,defense & space,linkedin.com/company/national-security-agency,,national security agency,maryland,10001+,intelligencecareers.gov
4713,united states,1889.0,ameripride-services,textiles,linkedin.com/company/ameripride-services,minnetonka,ameripride services,minnesota,10001+,ameripride.com
5428,united states,,state-of-illinois,government administration,linkedin.com/company/state-of-illinois,,state of illinois,,10001+,illinois.gov
5861,united states,1858.0,pgchemicals,chemicals,linkedin.com/company/pgchemicals,cincinnati,p&g chemicals,ohio,10001+,pgchemicals.com
7178,united states,1980.0,express-llc,retail,linkedin.com/company/express-llc,columbus,express,ohio,10001+,express.com
7447,united states,1905.0,loma-linda-university-health,hospital & health care,linkedin.com/company/loma-linda-university-health,loma linda,loma linda university health,california,10001+,lomalindauniversityhealth.org
7767,united states,1989.0,microchip-technology,semiconductors,linkedin.com/company/microchip-technology,chandler,microchip technology inc.,arizona,10001+,microchip.com
8962,united states,1983.0,william-gallagher-associates,insurance,linkedin.com/company/william-gallagher-associates,rolling meadows,william gallagher associates,illinois,10001+,wgains.com
9970,united states,2001.0,olive-group,security and investigations,linkedin.com/company/olive-group,herndon,olive group,virginia,10001+,olivegroup.com
13345,united states,1818.0,bunge,food production,linkedin.com/company/bunge,chesterfield,bunge,missouri,10001+,bunge.com
14010,united states,1963.0,the-coffee-bean-&-tea-leaf,food & beverages,linkedin.com/company/the-coffee-bean-&-tea-leaf,los angeles,the coffee bean & tea leaf®,california,10001+,coffeebean.com
14149,united states,1935.0,rainbow-apparel-co,retail,linkedin.com/company/rainbow-apparel-co,brooklyn,rainbow apparel co,new york,10001+,rainbowshops.com
16269,united states,2018.0,yesboot,education management,linkedin.com/company/yesboot,san jose,young entrepreneurs network,california,10001+,yen2020.org
18947,united states,1998.0,keep-global,environmental services,linkedin.com/company/keep-global,chicago,keep global (kelikaien international),illinois,10001+,keepglobal.com
20889,united states,1975.0,intermountain-healthcare,hospital & health care,linkedin.com/company/intermountain-healthcare,murray,intermountain healthcare,utah,10001+,intermountainhealthcare.org
21675,united states,1980.0,sanitas-medical-center,hospital & health care,linkedin.com/company/sanitas-medical-center,doral,sanitas medical center,florida,10001+,mysanitas.com
22470,united states,1873.0,follett,education management,linkedin.com/company/follett,westchester,follett,illinois,10001+,follett.com
24030,united states,1891.0,suntrust-bank,financial services,linkedin.com/company/suntrust-bank,atlanta,suntrust,georgia,10001+,suntrust.com
25442,united states,,adventist-health,hospital & health care,linkedin.com/company/adventist-health,roseville,adventist health,california,10001+,adventisthealth.org
26578,united states,,din-tai-fung-restaurant-inc,restaurants,linkedin.com/company/din-tai-fung-restaurant-inc,arcadia,din tai fung restaurant group,california,10001+,dintaifungusa.com
33408,united states,1955.0,h&r-block,retail,linkedin.com/company/h&r-block,kansas city,h&r block,missouri,10001+,hrblock.com
35638,united states,1839.0,university-of-missouri-system,higher education,linkedin.com/company/university-of-missouri-system,columbia,university of missouri system,missouri,10001+,umsystem.edu
38564,united states,2015.0,crrc-ma,railroad manufacture,linkedin.com/company/crrc-ma,springfield,crrc ma,massachusetts,10001+,usacrrc.com
41979,united states,1960.0,domino's-pizza,restaurants,linkedin.com/company/domino's-pizza,ann arbor,domino's,michigan,10001+,dominos.com
44183,united states,1972.0,soc-of-mfg-engineers-chapter-248---spokane-wa,mechanical or industrial engineering,linkedin.com/company/soc-of-mfg-engineers-chapter-248---spokane-wa,spokane,"sme manufacturing, chapter 248 - spokane wa",washington,10001+,sme248.org
45079,united states,1971.0,walt-disney-world,entertainment,linkedin.com/company/walt-disney-world,lake buena vista,walt disney world,florida,10001+,waltdisneyworld.jobs
45280,united states,1973.0,southerntiremart,automotive,linkedin.com/company/southerntiremart,columbia,southern tire mart,mississippi,10001+,stmtires.com
45938,united states,1975.0,aalberts-,mechanical or industrial engineering,linkedin.com/company/aalberts-,,aalberts n.v.,arkansas,10001+,aalberts.com
46246,united states,1976.0,gymboree,retail,linkedin.com/company/gymboree,secaucus,gymboree,new jersey,10001+,gymboree.com
46791,united states,2006.0,imusa-usa,consumer goods,linkedin.com/company/imusa-usa,doral,imusa usa,florida,10001+,imusausa.com
50056,united states,1867.0,shelby-county-schools,education management,linkedin.com/company/shelby-county-schools,memphis,shelby county schools,tennessee,10001+,scsk12.org
51386,united states,2017.0,dssportsventures,computer software,linkedin.com/company/dssportsventures,longwood,ds sports ventures,florida,10001+,dssportsventures.com
53142,united states,1989.0,dols-international-bv,logistics and supply chain,linkedin.com/company/dols-international-bv,bloomington,dols international bv,indiana,10001+,dols-international.eu
53438,united states,1986.0,trinity-health-at-home,hospital & health care,linkedin.com/company/trinity-health-at-home,livonia,trinity health at home,michigan,10001+,trinityhealthathome.org
53658,united states,1901.0,walgreens,retail,linkedin.com/company/walgreens,deerfield,walgreens,illinois,10001+,walgreens.com
53846,united states,2008.0,finishing-solutions-network,construction,linkedin.com/company/finishing-solutions-network,philadelphia,finishing solutions network,pennsylvania,10001+,finishingsolutionsnetwork.com
53861,united states,1997.0,china-shipping-group-company,maritime,linkedin.com/company/china-shipping-group-company,shanghai,china shipping (group) company,,10001+,cnshipping.com
55368,united states,2010.0,conan,entertainment,linkedin.com/company/conan,burbank,conan,california,10001+,teamcoco.com
57576,united states,1932.0,golub-group,retail,linkedin.com/company/golub-group,schenectady,price chopper supermarkets,new york,10001+,pricechopper.com
58755,united states,1966.0,wyndham-vacation-ownership,hospitality,linkedin.com/company/wyndham-vacation-ownership,orlando,wyndham vacation ownership,florida,10001+,wyndhamworldwide.com
66317,united states,1775.0,united-states-marine-corps,military,linkedin.com/company/united-states-marine-corps,washington,united states marine corps,district of columbia,10001+,marines.com
66477,united states,1975.0,affordable-dentures,hospital & health care,linkedin.com/company/affordable-dentures,kinston,affordable dentures & implants,north carolina,10001+,affordabledentures.com
73707,united states,,harvardlatinx,higher education,linkedin.com/company/harvardlatinx,cambridge,harvard latino alumni alliance,massachusetts,10001+,harvardlatinoalumni.org
74997,united states,,caesars-entertainment-inc,hospitality,linkedin.com/company/caesars-entertainment-inc,las vegas,caesars entertainment corporation,nevada,10001+,caesars.com
79925,united states,1978.0,uhs,hospital & health care,linkedin.com/company/uhs,king of prussia,uhs,pennsylvania,10001+,uhsinc.com
81944,united states,1940.0,lake-region,medical devices,linkedin.com/company/lake-region,wilmington,lake region medical,massachusetts,10001+,lakeregionmedical.com
84156,united states,1823.0,con-edison,utilities,linkedin.com/company/con-edison,new york,con edison,new york,10001+,coned.com
84447,united states,,bloomberglive,publishing,linkedin.com/company/bloomberglive,,bloomberg live,new york,10001+,bloomberglive.com
86125,united states,1997.0,asparity-decision-solutions,human resources,linkedin.com/company/asparity-decision-solutions,durham,automatic data processing,north carolina,10001+,asparity.com
86128,united states,1984.0,gin-group-north-america,management consulting,linkedin.com/company/gin-group-north-america,coral gables,gingroup north america,florida,10001+,gingroupnorthamerica.com
89373,united states,2000.0,mgm-resorts-international,hospitality,linkedin.com/company/mgm-resorts-international,las vegas,mgm resorts international,nevada,10001+,mgmresorts.com
89426,united states,2010.0,complete-labor-staffing,staffing and recruiting,linkedin.com/company/complete-labor-staffing,londonderry,complete labor & staffing,new hampshire,10001+,completelaborandstaffing.com
90038,united states,,general-motors,automotive,linkedin.com/company/general-motors,detroit,general motors,michigan,10001+,gm.com
92173,united states,,diocese-of-palm-beach,philanthropy,linkedin.com/company/diocese-of-palm-beach,west palm beach,diocese of palm beach,florida,10001+,diocesepb.org
98240,united states,,kbmt-tv,broadcast media,linkedin.com/company/kbmt-tv,beaumont,kfdm 6 & fox 4,texas,10001+,kfdm.com
105687,united states,1997.0,australian-institute-of-creative-design,education management,linkedin.com/company/australian-institute-of-creative-design,pretty prairie,australian institute of creative design,kansas,10001+,aicd.edu.au
107143,united states,,assurant,insurance,linkedin.com/company/assurant,new york,assurant,new york,10001+,assurant.com
111859,united states,1851.0,fruit-of-the-loom,apparel & fashion,linkedin.com/company/fruit-of-the-loom,bowling green,fruit of the loom,kentucky,10001+,fotlinc.com
114275,united states,1994.0,capital-one,financial services,linkedin.com/company/capital-one,mclean,capital one,virginia,10001+,capitalone.com
115161,united states,1955.0,ufp-industries,building materials,linkedin.com/company/ufp-industries,grand rapids,universal forest products,michigan,10001+,ufpi.com
116326,united states,1785.0,university-of-georgia,higher education,linkedin.com/company/university-of-georgia,,university of georgia,,10001+,uga.edu
116387,united states,2013.0,gustedu,education management,linkedin.com/company/gustedu,lewes,global university of science and technology (gust),delaware,10001+,gust.education
117746,united states,1915.0,delaware-north,hospitality,linkedin.com/company/delaware-north,buffalo,delaware north,new york,10001+,delawarenorth.com
117907,united states,1982.0,ron-seman-ministries,religious institutions,linkedin.com/company/ron-seman-ministries,chesterton,ron seman ministries,indiana,10001+,ronseman.com
118273,united states,1866.0,mid-south-fluid-applied-roof-restoration-advisor,consumer goods,linkedin.com/company/mid-south-fluid-applied-roof-restoration-advisor,memphis,sherwin-williams-roof coatings specialist,tennessee,10001+,uniflexroof.com
118418,united states,,streamcast-technologies-inc,information technology and services,linkedin.com/company/streamcast-technologies-inc,malta,streamcast group,montana,10001+,scst.tech
120622,united states,2005.0,envision-healthcare,hospital & health care,linkedin.com/company/envision-healthcare,nashville,envision healthcare,tennessee,10001+,evhc.net
124462,united states,,vermilion-county-war-museum,non-profit organization management,linkedin.com/company/vermilion-county-war-museum,,vermilion county war museum,,10001+,vcwm.org
124624,united states,1993.0,red-hat,computer software,linkedin.com/company/red-hat,raleigh,red hat,north carolina,10001+,redhat.com
127935,united states,1859.0,the-great-atlantic-&-pacific-tea-company,retail,linkedin.com/company/the-great-atlantic-&-pacific-tea-company,montvale,the great atlantic & pacific tea company (a&p),new jersey,10001+,aptea.com
129581,united states,1988.0,thomson-reuters-recap,biotechnology,linkedin.com/company/thomson-reuters-recap,,deloitte,,10001+,recap.com
131900,united states,1971.0,regions-financial-corporation,banking,linkedin.com/company/regions-financial-corporation,birmingham,regions bank,alabama,10001+,regions.com
133218,united states,1908.0,presbyterian-healthcare-services,hospital & health care,linkedin.com/company/presbyterian-healthcare-services,albuquerque,presbyterian healthcare services,new mexico,10001+,phs.org
133227,united states,1907.0,seattle-childrens,hospital & health care,linkedin.com/company/seattle-childrens,seattle,seattle children's,washington,10001+,seattlechildrens.org
133661,united states,1991.0,saltgrass-steak-house,hospitality,linkedin.com/company/saltgrass-steak-house,houston,saltgrass steak house,texas,10001+,saltgrass.com
133859,united states,,ontechsmartservices,consumer electronics,linkedin.com/company/ontechsmartservices,englewood,ontech smart services,colorado,10001+,ontechsmartservices.com
135655,united states,,cobbschools,primary/secondary education,linkedin.com/company/cobbschools,marietta,cobb county schools,georgia,10001+,cobbk12.org
135731,united states,1875.0,toshiba-americas,consumer electronics,linkedin.com/company/toshiba-americas,new york,toshiba,new york,10001+,toshiba.com
136257,united states,1947.0,landry's-seafood,hospitality,linkedin.com/company/landry's-seafood,south houston,landry's seafood,texas,10001+,landrysseafood.com
