index,name,industry,region,size,founded,linkedin_url,indeed_url,indeed_reviews,seek_url,seek_reviews,glassdoor_url,glassdoor_reviews,total_reviews,correct,scores,valid_urls
5051,vibe hotels,hospitality,new south wales,1001-5000,1982.0,linkedin.com/company/vibe-hotels,https://www.indeed.com/cmp/Vibe-Hotel/reviews,6,https://www.seek.com.au/companies/vibe-hotels-753406/reviews,7,,0,13,Unknown,"[[0, 0, 0.65, 0, 0.29, 0, 0.06], [0.77, 0, 0, 0, 0, 0, 0], [0, 0.2, 0, 0, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Vibe-Hotel/reviews', 'https://au.indeed.com/cmp/Seaworld/reviews', 'https://au.indeed.com/cmp/Qld/reviews'], 'seek': ['https://www.seek.com.au/companies/vibe-hotels-753406/reviews'], 'glassdoor': []}"
