index,name,industry,region,size,founded,linkedin_url,indeed_url,indeed_reviews,seek_url,seek_reviews,total_reviews,correct,scores,valid_urls
98760,people infrastructure,staffing and recruiting,,10001+,,linkedin.com/company/people-infrastructure,https://au.indeed.com/cmp/Department-of-Infrastructure/reviews,6,,0,6,Unknown,"[[0.74, 0, 0, 0.62, 0.16, 0], [0, 0, 0, 0.19, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Department-of-Infrastructure/reviews', 'https://au.indeed.com/cmp/Connect-Infrastructure/reviews', 'https://au.indeed.com/cmp/Ausenco/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews']}"
99777,uxc (a csc company),information technology and services,victoria,1001-5000,2002.0,linkedin.com/company/uxc,https://au.indeed.com/cmp/Uxc-Connect/reviews,3,https://www.seek.com.au/companies/csc-432492/reviews,81,84,Unknown,"[[0.45, 0, 0.15, 0, 0.18, 0], [0.41, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Uxc-Connect/reviews', 'https://au.indeed.com/cmp/CSC/reviews', 'https://au.indeed.com/cmp/Computer-Science-Corporation/reviews'], 'seek': ['https://www.seek.com.au/companies/csc-432492/reviews']}"
101185,tal australia,insurance,,1001-5000,1869.0,linkedin.com/company/talaustralia,https://au.indeed.com/cmp/Tal-Insurance/reviews,2,,0,2,Unknown,"[[0.54, 0, 0, 0, 0, 0], [0, 0.4, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Tal-Insurance/reviews'], 'seek': ['https://www.seek.com.au/companies/tal-834026/reviews']}"
108020,bakers delight,retail,,5001-10000,1980.0,linkedin.com/company/bakers-delight,https://au.indeed.com/cmp/Bakers-Delight/reviews,514,,0,514,Unknown,"[[0.84, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Bakers-Delight/reviews'], 'seek': []}"
108216,grant thornton australia,accounting,,1001-5000,,linkedin.com/company/grant-thornton-australia,https://au.indeed.com/cmp/Grant-Thornton/reviews,7,https://www.seek.com.au/companies/grant-thornton-432763/reviews,55,62,Unknown,"[[0.68, 0, 0, 0, 0, 0], [0.68, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Grant-Thornton/reviews'], 'seek': ['https://www.seek.com.au/companies/grant-thornton-432763/reviews']}"
111893,george weston foods,consumer goods,,1001-5000,,linkedin.com/company/george-weston-foods,https://au.indeed.com/cmp/George-Weston-Foods/reviews,24,https://www.seek.com.au/companies/george-weston-foods-432942/reviews,65,89,Unknown,"[[0.8, 0, 0, 0, 0, 0], [0, 0.77, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/George-Weston-Foods/reviews'], 'seek': ['https://www.seek.com.au/companies/george-weston-foods-432942/reviews']}"
112739,carnival australia,"leisure, travel & tourism",new south wales,1001-5000,,linkedin.com/company/carnival-australia_2,https://au.indeed.com/cmp/Carnival-Australia/reviews,9,https://www.seek.com.au/companies/carnival-australia-433945/reviews,11,20,Unknown,"[[0.61, 0.82, 0, 0.5, 0.44, 0], [0, 0.79, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Carnival-Cruise-Line/reviews', 'https://au.indeed.com/cmp/Carnival-Australia/reviews', 'https://au.indeed.com/cmp/Carnival/reviews', 'https://au.indeed.com/cmp/Carnival-Corporation/reviews'], 'seek': ['https://www.seek.com.au/companies/carnival-australia-433945/reviews']}"
113842,morris group holdings,financial services,victoria,1001-5000,,linkedin.com/company/morris_group,https://au.indeed.com/cmp/Morris-Corp/reviews,76,https://www.seek.com.au/companies/morris-corporation-432820/reviews,113,189,Unknown,"[[0.58, 0.58, 0, 0, 0, 0], [0.61, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Morris-Corp/reviews', 'https://www.indeed.com/cmp/Morris-Group,-Inc./reviews'], 'seek': ['https://www.seek.com.au/companies/morris-corporation-432820/reviews']}"
117804,gorgon lng project.,oil & energy,,5001-10000,,linkedin.com/company/gorgon-lng-project.,https://au.indeed.com/cmp/Gorgon-Project/reviews,10,,0,10,Unknown,"[[0.75, 0, 0.27, 0, 0.17, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Gorgon-Project/reviews', 'https://au.indeed.com/cmp/Chevron/reviews', 'https://au.indeed.com/cmp/Saipem/reviews'], 'seek': []}"
120328,melbourne & olympic parks,entertainment,,1001-5000,1995.0,linkedin.com/company/melbourne-and-olympic-park-trust,,0,https://www.seek.com.au/companies/melbourne-n-olympic-parks-795583/reviews,13,13,Unknown,"[[0, 0, 0, 0, 0, 0], [0.8, 0, 0, 0, 0, 0]]","{'indeed': [], 'seek': ['https://www.seek.com.au/companies/melbourne-n-olympic-parks-795583/reviews']}"
127910,goodline,construction,,1001-5000,1999.0,linkedin.com/company/goodline,https://au.indeed.com/cmp/Goodline/reviews,44,https://www.seek.com.au/companies/goodline-432723/reviews,107,151,Unknown,"[[0.91, 0, 0, 0, 0, 0], [0.77, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Goodline/reviews'], 'seek': ['https://www.seek.com.au/companies/goodline-432723/reviews']}"
128461,tpg telecom,telecommunications,new south wales,5001-10000,,linkedin.com/company/tpg-telecom,https://au.indeed.com/cmp/Tpg-Telecom/reviews,12,https://www.seek.com.au/companies/tpg-437015/reviews,67,79,Unknown,"[[0, 0.75, 0, 0, 0, 0], [0.46, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Tpg-Telecom/reviews'], 'seek': ['https://www.seek.com.au/companies/tpg-437015/reviews']}"
132949,stamford hotels & resorts,hospitality,,1001-5000,1995.0,linkedin.com/company/stamford-hotels-&-resorts,https://au.indeed.com/cmp/Stamford-Hotels-&-Resorts/reviews,2,https://www.seek.com.au/companies/stamford-hotels-n-resorts-434659/reviews,26,28,Unknown,"[[0.82, 0, 0, 0, 0.42, 0], [0.8, 0, 0, 0, 0, 0.3]]","{'indeed': ['https://au.indeed.com/cmp/Stamford-Hotels-&-Resorts/reviews', 'https://au.indeed.com/cmp/Stamford-Plaza-Hotel/reviews'], 'seek': ['https://www.seek.com.au/companies/stamford-hotels-n-resorts-434659/reviews', 'https://www.seek.com.au/companies/stamford-plaza-brisbane-813234/reviews']}"
137111,stramit,building materials,,1001-5000,1988.0,linkedin.com/company/stramit,https://au.indeed.com/cmp/Stramit/reviews,24,https://www.seek.com.au/companies/stramit-building-products-434215/reviews,46,70,Unknown,"[[0.89, 0, 0, 0, 0, 0], [0.52, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Stramit/reviews'], 'seek': ['https://www.seek.com.au/companies/stramit-building-products-434215/reviews']}"
143891,"department of industry, innovation and science",government administration,act,1001-5000,,linkedin.com/company/department-of-industry,"https://au.indeed.com/cmp/Department-of-Industry,-Innovation-and-Science/reviews",3,,0,3,Unknown,"[[0.85, 0, 0.55, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Department-of-Industry,-Innovation-and-Science/reviews', 'https://au.indeed.com/cmp/Department-of-Industry/reviews'], 'seek': []}"
146802,infinity downline,marketing and advertising,,10001+,,linkedin.com/company/infinity-downline_2,https://www.indeed.com/cmp/Infinity-Downline/reviews,0,https://www.seek.com.au/companies/infinity-holidays-806519/reviews,8,8,Unknown,"[[0.87, 0, 0.59, 0.27, 0.44, 0.17], [0, 0.6, 0, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Infinity-Downline/reviews', 'https://au.indeed.com/cmp/Infinity-Holidays/reviews', 'https://au.indeed.com/cmp/Concentrix/reviews', 'https://www.indeed.com/cmp/Infinity-3/reviews', 'https://au.indeed.com/cmp/Spotlight/reviews'], 'seek': ['https://www.seek.com.au/companies/infinity-holidays-806519/reviews']}"
149394,linfox,logistics and supply chain,victoria,10001+,1956.0,linkedin.com/company/linfox,https://au.indeed.com/cmp/Linfox/reviews,140,https://www.seek.com.au/companies/linfox-432404/reviews,340,480,Unknown,"[[0.88, 0, 0, 0, 0, 0], [0.72, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Linfox/reviews'], 'seek': ['https://www.seek.com.au/companies/linfox-432404/reviews']}"
152752,royal freemasons ltd,hospital & health care,victoria,1001-5000,1867.0,linkedin.com/company/royal-freemasons-ltd,https://au.indeed.com/cmp/Royal-Freemasons-Ltd/reviews,31,https://www.seek.com.au/companies/royal-freemasons-813610/reviews,46,77,Unknown,"[[0.81, 0, 0, 0, 0, 0], [0.77, 0.59, 0, 0.22, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Royal-Freemasons-Ltd/reviews'], 'seek': ['https://www.seek.com.au/companies/royal-freemasons-813610/reviews', 'https://www.seek.com.au/companies/royal-freemasons-benevolent-institution-813873/reviews', 'https://www.seek.com.au/companies/blue-care-432544/reviews']}"
159891,gte australia,staffing and recruiting,,1001-5000,1996.0,linkedin.com/company/gte-australia,https://au.indeed.com/cmp/Gte/reviews,6,,0,6,Unknown,"[[0.44, 0, 0.44, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Gte/reviews', 'https://au.indeed.com/cmp/Gte-Rail/reviews'], 'seek': []}"
161050,toyota motor corporation australia,automotive,victoria,1001-5000,1963.0,linkedin.com/company/toyota-motor-corporation-australia,https://au.indeed.com/cmp/Toyota-Australia-Motor-Corporation-Australia/reviews,2,,0,2,Unknown,"[[0.44, 0.72, 0, 0, 0.23, 0.15], [0, 0.39, 0.4, 0.33, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Toyota/reviews', 'https://au.indeed.com/cmp/Toyota-Australia-Motor-Corporation-Australia/reviews', 'https://au.indeed.com/cmp/Southside-Toyota/reviews', 'https://au.indeed.com/cmp/Ken-Mills-Toyota/reviews'], 'seek': ['https://www.seek.com.au/companies/toyota-432686/reviews', 'https://www.seek.com.au/companies/toyota-financial-services-786348/reviews', 'https://www.seek.com.au/companies/toyota-dealership-786349/reviews']}"
165152,me bank,banking,victoria,1001-5000,1999.0,linkedin.com/company/me-bank,https://au.indeed.com/cmp/Me-Bank/reviews,18,https://www.seek.com.au/companies/me-bank-433144/reviews,77,95,Unknown,"[[0.68, 0.38, 0, 0, 0, 0], [0.68, 0, 0, 0, 0, 0.32]]","{'indeed': ['https://au.indeed.com/cmp/Me-Bank/reviews', 'https://au.indeed.com/cmp/Bank-of-Queensland/reviews'], 'seek': ['https://www.seek.com.au/companies/me-bank-433144/reviews', 'https://www.seek.com.au/companies/qbank-834392/reviews']}"
168517,pinnacle people australia,staffing and recruiting,victoria,5001-10000,1991.0,linkedin.com/company/pinnacle-people-australia,https://au.indeed.com/cmp/Pinnacle-People/reviews,97,,0,97,Unknown,"[[0.7, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0.33]]","{'indeed': ['https://au.indeed.com/cmp/Pinnacle-People/reviews'], 'seek': ['https://www.seek.com.au/companies/pinnacle-rehab-813534/reviews']}"
168901,latitude financial services,financial services,victoria,1001-5000,2015.0,linkedin.com/company/latitude-financial-services,https://au.indeed.com/cmp/Latitude-Financial-Services/reviews,16,https://www.seek.com.au/companies/latitude-financial-services-868249/reviews,58,74,Unknown,"[[0, 0, 0, 0.71, 0, 0], [0.86, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Latitude-Financial-Services/reviews'], 'seek': ['https://www.seek.com.au/companies/latitude-financial-services-868249/reviews']}"
174362,bapcor limited,automotive,,1001-5000,1971.0,linkedin.com/company/bapcor,,0,https://www.seek.com.au/companies/bapcor-995173/reviews,14,14,Unknown,"[[0, 0, 0.2, 0, 0, 0], [0.58, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Auto-Parts-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/bapcor-995173/reviews']}"
175314,city of gold coast,government administration,queensland,1001-5000,1996.0,linkedin.com/company/city-of-gold-coast,https://au.indeed.com/cmp/City-of-Gold-Coast/reviews,13,https://www.seek.com.au/companies/city-of-gold-coast-436371/reviews,42,55,Unknown,"[[0.75, 0.46, 0, 0, 0, 0], [0, 0.48, 0.67, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/City-of-Gold-Coast/reviews', 'https://au.indeed.com/cmp/Gold-Coast-City-Council/reviews'], 'seek': ['https://www.seek.com.au/companies/gold-coast-city-council-432661/reviews', 'https://www.seek.com.au/companies/city-of-gold-coast-436371/reviews']}"
177939,university of adelaide,higher education,south australia,5001-10000,1847.0,linkedin.com/company/university-of-adelaide,https://au.indeed.com/cmp/The-University-of-Adelaide/reviews,56,https://www.seek.com.au/companies/the-university-of-adelaide-432611/reviews,78,134,Unknown,"[[0.81, 0, 0, 0, 0, 0], [0, 0.75, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/The-University-of-Adelaide/reviews'], 'seek': ['https://www.seek.com.au/companies/the-university-of-adelaide-432611/reviews']}"
182970,oxford funding pty ltd,banking,victoria,1001-5000,,linkedin.com/company/oxford-funding-pty-ltd,"https://www.indeed.com/cmp/Oxford-Financial-Group,-Ltd./reviews",0,,0,0,Unknown,"[[0.55, 0, 0, 0, 0, 0], [0, 0.2, 0, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Oxford-Financial-Group,-Ltd./reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews']}"
186572,royal district nursing service,hospital & health care,,1001-5000,1894.0,linkedin.com/company/royal-district-nursing-service,https://au.indeed.com/cmp/Royal-District-Nursing-Service/reviews,10,,0,10,Unknown,"[[0.83, 0, 0.64, 0, 0.26, 0.19], [0.4, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Royal-District-Nursing-Service/reviews', 'https://au.indeed.com/cmp/Royal-District-Nursing/reviews', 'https://au.indeed.com/cmp/Bolton-Clarke/reviews', 'https://au.indeed.com/cmp/Blue-Care/reviews'], 'seek': ['https://www.seek.com.au/companies/rdns-433453/reviews']}"
197546,link group (lnk),financial services,,5001-10000,,linkedin.com/company/link-group-lnk,https://au.indeed.com/cmp/Link-Group/reviews,42,https://www.seek.com.au/companies/link-group-435971/reviews,130,172,Unknown,"[[0.65, 0, 0, 0, 0, 0], [0, 0.61, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Link-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/link-group-435971/reviews']}"
