index,name,industry,region,size,founded,linkedin_url,indeed_url,indeed_reviews,seek_url,seek_reviews,glassdoor_url,glassdoor_reviews,total_reviews,correct,scores,valid_urls,linkedin_bool
7866,australian air force cadets,defense & space,act,5001-10000,1941.0,linkedin.com/company/australianairforcecadets,https://au.indeed.com/cmp/Royal-Australian-Air-Force/reviews,88,https://www.seek.com.au/companies/royal-australian-air-force-432469/reviews,100,https://www.glassdoor.com.au/Reviews/Royal-Australian-Air-Force-Reviews-E365404.htm,0,188,Unknown,"[[0, 0, 0, 0, 0.5, 0, 0], [0.7, 0, 0, 0, 0, 0], [0.7, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Royal-Australian-Air-Force/reviews'], 'seek': ['https://www.seek.com.au/companies/royal-australian-air-force-432469/reviews'], 'glassdoor': []}",2
11634,jeanswest,apparel & fashion,,1001-5000,1972.0,linkedin.com/company/jeanswest,https://au.indeed.com/cmp/Jeanswest/reviews,70,https://www.seek.com.au/companies/jeanswest-432605/reviews,110,https://www.glassdoor.com.au/Reviews/Jeanswest-Reviews-E504829.htm,0,180,Unknown,"[[0.92, 0, 0, 0, 0, 0, 0], [0.79, 0, 0], [0.92, 0.87, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Jeanswest/reviews'], 'seek': ['https://www.seek.com.au/companies/jeanswest-432605/reviews'], 'glassdoor': []}",2
19525,hunter medical research institute (hmri),research,,1001-5000,1998.0,linkedin.com/company/hunter-medical-research-institute-hmri-,https://au.indeed.com/cmp/Hunter-New-England-Health/reviews,28,,0,,0,28,Unknown,"[[0, 0.45, 0, 0.28, 0.18, 0.22, 0.04], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Hunter-New-England-Health/reviews', 'https://au.indeed.com/cmp/Queensland-Health/reviews', 'https://au.indeed.com/cmp/Healius/reviews', 'https://au.indeed.com/cmp/John-Hunter-Hospital/reviews', 'https://au.indeed.com/cmp/Apm-916faaa2/reviews'], 'seek': [], 'glassdoor': []}",2
30270,mcconnell dowell constructors (aust) pty ltd,construction,,1001-5000,,linkedin.com/company/adelaideaqua,,0,https://www.seek.com.au/companies/mcconnell-dowell-432463/reviews,127,https://www.glassdoor.com.au/Reviews/McConnell-Dowell-Reviews-E495553.htm,0,127,Unknown,"[[0, 0, 0, 0, 0, 0, 0], [0.59, 0, 0, 0, 0, 0, 0], [0.55, 0.5, 0, 0, 0]]","{'indeed': [], 'seek': ['https://www.seek.com.au/companies/mcconnell-dowell-432463/reviews'], 'glassdoor': []}",2
31473,rmit university,higher education,victoria,10001+,1887.0,linkedin.com/company/rmit-university,https://au.indeed.com/cmp/Rmit-University/reviews,120,https://www.seek.com.au/companies/rmit-university-432372/reviews,197,https://www.glassdoor.com.au/Reviews/Royal-Melbourne-Institute-Of-Technology-Reviews-E228158.htm,0,317,Unknown,"[[0.85, 0, 0, 0, 0, 0, 0], [0.82, 0, 0], [0.42, 0.37, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Rmit-University/reviews'], 'seek': ['https://www.seek.com.au/companies/rmit-university-432372/reviews'], 'glassdoor': []}",2
33602,sonic healthplus,"health, wellness and fitness",,1001-5000,2011.0,linkedin.com/company/sonichealthplus,https://au.indeed.com/cmp/Sonic-Healthplus/reviews,22,https://www.seek.com.au/companies/sonic-healthplus-609483/reviews,57,https://www.glassdoor.com.au/Reviews/Sonic-HealthPlus-Reviews-E2326077.htm,0,79,Unknown,"[[0.86, 0, 0, 0, 0, 0, 0], [0.83, 0, 0], [0.81, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Sonic-Healthplus/reviews'], 'seek': ['https://www.seek.com.au/companies/sonic-healthplus-609483/reviews'], 'glassdoor': []}",2
34176,jacaranda,publishing,victoria,1001-5000,1954.0,linkedin.com/company/jacarandaaus,https://www.indeed.com/cmp/Hotel-Jacaranda/reviews,0,,0,https://www.glassdoor.com.au/Reviews/Jacaranda-Finance-Reviews-E1907996.htm,0,0,Unknown,"[[0.59, 0.59, 0.55, 0.6, 0, 0.5, 0.38], [0, 0, 0, 0, 0, 0, 0], [0.71, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Jacaranda-Community-Centre/reviews', 'https://au.indeed.com/cmp/Jacaranda-Grove-Hostel/reviews', 'https://au.indeed.com/cmp/Jacaranda-Pre--school/reviews', 'https://www.indeed.com/cmp/Hotel-Jacaranda/reviews', 'https://www.indeed.com/cmp/Jacaranda-Trace/reviews', 'https://www.indeed.com/cmp/Jacaranda-Golf-Club/reviews'], 'seek': [], 'glassdoor': []}",2
40656,hamilton island,hospitality,queensland,1001-5000,,linkedin.com/company/hamilton-island,https://au.indeed.com/cmp/Hamilton-Island-Enterprises/reviews,42,https://www.seek.com.au/companies/hamilton-island-enterprises-432904/reviews,97,https://www.glassdoor.com.au/Reviews/Hamilton-Island-Reviews-E1028769.htm,0,139,Unknown,"[[0.68, 0, 0.64, 0, 0, 0, 0], [0.68, 0, 0, 0], [0.85, 0.8, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Hamilton-Island-Enterprises/reviews', 'https://au.indeed.com/cmp/Hamilton-Island-Resort/reviews'], 'seek': ['https://www.seek.com.au/companies/hamilton-island-enterprises-432904/reviews'], 'glassdoor': []}",2
41683,v/line,transportation/trucking/railroad,victoria,1001-5000,1856.0,linkedin.com/company/vline,https://www.indeed.com/cmp/V--line/reviews,0,https://www.seek.com.au/companies/v-line-436670/reviews,19,https://www.glassdoor.com.au/Reviews/V-Line-Reviews-E1508917.htm,0,19,Unknown,"[[0, 0, 0, 0, 0.51, 0.24, 0], [0.64, 0, 0, 0, 0, 0, 0], [0.62, 0.57, 0, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/V--line/reviews', 'https://www.indeed.com/cmp/V--line-Corporation/reviews'], 'seek': ['https://www.seek.com.au/companies/v-line-436670/reviews'], 'glassdoor': []}",2
47241,commonwealth bank,financial services,,10001+,1911.0,linkedin.com/company/commonwealthbank,https://au.indeed.com/cmp/Commonwealth-Bank/reviews,586,https://www.seek.com.au/companies/commonwealth-bank-of-australia-432306/reviews,1371,https://www.glassdoor.com.au/Reviews/Commonwealth-Bank-of-Australia-Reviews-E7922.htm,0,1957,Unknown,"[[0.87, 0, 0, 0, 0, 0, 0], [0.69, 0, 0, 0, 0, 0], [0.7, 0.65, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Commonwealth-Bank/reviews'], 'seek': ['https://www.seek.com.au/companies/commonwealth-bank-of-australia-432306/reviews'], 'glassdoor': []}",2
47353,resthaven incorporated,hospital & health care,,1001-5000,1935.0,linkedin.com/company/resthaven-incorporated,https://au.indeed.com/cmp/Resthaven-Incorporated/reviews,8,https://www.seek.com.au/companies/resthaven-434477/reviews,69,https://www.glassdoor.com.au/Reviews/Resthaven-Reviews-E659014.htm,0,77,Unknown,"[[0.9, 0, 0, 0.49, 0, 0, 0], [0, 0, 0, 0.46, 0, 0, 0], [0.64, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Resthaven-Incorporated/reviews', 'https://au.indeed.com/cmp/Resthaven/reviews'], 'seek': ['https://www.seek.com.au/companies/resthaven-434477/reviews'], 'glassdoor': []}",2
49950,spotlight retail group (srg),retail,,5001-10000,1973.0,linkedin.com/company/spotlight,https://au.indeed.com/cmp/Spotlight-966db48f/reviews,211,https://www.seek.com.au/companies/spotlight-432373/reviews,241,https://www.glassdoor.com.au/Reviews/Spotlight-Australia-Reviews-E705699.htm,0,452,Unknown,"[[0.51, 0, 0, 0, 0, 0], [0.56, 0, 0, 0, 0], [0.6, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Spotlight-966db48f/reviews'], 'seek': ['https://www.seek.com.au/companies/spotlight-432373/reviews'], 'glassdoor': []}",2
50241,pybar mining services,mining & metals,,1001-5000,1993.0,linkedin.com/company/pybar-mining-services-pty-ltd,https://au.indeed.com/cmp/Pybar-Mining-Services/reviews,6,https://www.seek.com.au/companies/pybar-mining-services-753267/reviews,63,https://www.glassdoor.com.au/Reviews/PYBAR-Mining-Services-Reviews-E658233.htm,0,69,Unknown,"[[0.82, 0, 0, 0, 0, 0, 0], [0.83, 0, 0, 0, 0, 0, 0], [0.68, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Pybar-Mining-Services/reviews'], 'seek': ['https://www.seek.com.au/companies/pybar-mining-services-753267/reviews'], 'glassdoor': []}",2
50890,cover-more group,insurance,new south wales,1001-5000,1986.0,linkedin.com/company/cover-more-insurance,https://au.indeed.com/cmp/Covermore-Travel-Insurance/reviews,3,https://www.seek.com.au/companies/cover-more-travel-insurance-436911/reviews,38,https://www.glassdoor.com.au/Reviews/Cover-More-Group-Reviews-E657483.htm,0,41,Unknown,"[[0.61, 0.57, 0, 0, 0, 0, 0], [0.61, 0, 0, 0, 0, 0, 0], [0.81, 0.76, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Covermore-Travel-Insurance/reviews', 'https://au.indeed.com/cmp/Cover--more-Travel-Insurance/reviews'], 'seek': ['https://www.seek.com.au/companies/cover-more-travel-insurance-436911/reviews'], 'glassdoor': []}",2
55012,baptist care (sa) inc,individual & family services,south australia,1001-5000,,linkedin.com/company/baptist-care-sa-inc_2,https://au.indeed.com/cmp/Baptist-Care-1/reviews,55,https://www.seek.com.au/companies/baptist-care-434508/reviews,37,,0,92,Unknown,"[[0.64, 0, 0, 0], [0.66, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Baptist-Care-1/reviews'], 'seek': ['https://www.seek.com.au/companies/baptist-care-434508/reviews'], 'glassdoor': []}",2
61257,enabled employment,staffing and recruiting,act,5001-10000,2012.0,linkedin.com/company/enabled-employment,https://au.indeed.com/cmp/Centacare-Employment/reviews,4,https://www.seek.com.au/companies/enable-college-908802/reviews,4,https://www.glassdoor.com.au/Reviews/Enable-Reviews-E622691.htm,0,8,Unknown,"[[0.34, 0.41, 0.32, 0.27, 0.13, 0.51, 0], [0.56, 0, 0], [0.56, 0.51, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Aestec-Services/reviews', 'https://au.indeed.com/cmp/Concentrix/reviews', 'https://au.indeed.com/cmp/Cpl---Choice,-Passion,-Life/reviews', 'https://au.indeed.com/cmp/Spotlight/reviews', 'https://au.indeed.com/cmp/Robinson-Civil-Group/reviews', 'https://au.indeed.com/cmp/Centacare-Employment/reviews'], 'seek': ['https://www.seek.com.au/companies/enable-college-908802/reviews'], 'glassdoor': []}",2
63539,perpetual limited,financial services,,1001-5000,,linkedin.com/company/perpetual-limited,https://au.indeed.com/cmp/Perpetual/reviews,4,https://www.seek.com.au/companies/perpetual-433123/reviews,42,,0,46,Unknown,"[[0.71, 0.63, 0, 0, 0, 0, 0], [0.66, 0, 0, 0], [0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Perpetual/reviews', 'https://au.indeed.com/cmp/Perpetual-3/reviews'], 'seek': ['https://www.seek.com.au/companies/perpetual-433123/reviews'], 'glassdoor': []}",2
64001,westpac group,banking,new south wales,10001+,1817.0,linkedin.com/company/westpac-group,https://au.indeed.com/cmp/Westpac-Group/reviews,397,https://www.seek.com.au/companies/westpac-group-753081/reviews,64,https://www.glassdoor.com.au/Reviews/Westpac-Group-Reviews-E5769.htm,0,461,Unknown,"[[0.83, 0, 0.6, 0, 0, 0, 0], [0, 0.75, 0.47, 0, 0, 0, 0], [0.83, 0.78, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Westpac-Group/reviews', 'https://au.indeed.com/cmp/Westpac/reviews'], 'seek': ['https://www.seek.com.au/companies/westpac-group-753081/reviews', 'https://www.seek.com.au/companies/westpac-banking-corporation-432310/reviews'], 'glassdoor': []}",2
71903,alh group,hospitality,victoria,10001+,,linkedin.com/company/alh-group,https://au.indeed.com/cmp/Alh-Group/reviews,90,https://www.seek.com.au/companies/alh-group-432530/reviews,397,https://www.glassdoor.com.au/Reviews/ALH-Group-Reviews-E396139.htm,0,487,Unknown,"[[0.75, 0, 0, 0, 0, 0, 0], [0.73, 0, 0], [0.58, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Alh-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/alh-group-432530/reviews'], 'glassdoor': []}",2
74919,cse transtel,telecommunications,western australia,1001-5000,1985.0,linkedin.com/company/cse-transtel,,0,,0,https://www.glassdoor.com.au/Reviews/CSE-Transtel-Reviews-E650078.htm,0,0,Unknown,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0.35, 0, 0], [0.69, 0, 0, 0, 0, 0]]","{'indeed': [], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews'], 'glassdoor': []}",2
75417,programmed marine,oil & energy,western australia,1001-5000,,linkedin.com/company/programmed-international,https://au.indeed.com/cmp/Programmed/reviews,172,,0,https://www.glassdoor.com.au/Reviews/Programmed-Australia-Reviews-E652644.htm,0,172,Unknown,"[[0.75, 0, 0, 0, 0.37, 0, 0], [0, 0, 0, 0, 0], [0.7, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Programmed/reviews', 'https://au.indeed.com/cmp/Riverside-Marine/reviews'], 'seek': [], 'glassdoor': []}",2
76199,australian army cadets,defense & space,act,1001-5000,1906.0,linkedin.com/company/australianarmycadets,,0,https://www.seek.com.au/companies/australian-army-432361/reviews,135,https://www.glassdoor.com.au/Reviews/Australian-Army-Reviews-E562953.htm,0,135,Unknown,"[[0, 0, 0, 0, 0, 0.27, 0], [0, 0.68, 0, 0, 0], [0.74, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Cadets/reviews'], 'seek': ['https://www.seek.com.au/companies/australian-army-432361/reviews'], 'glassdoor': []}",2
84091,bluescope steel,building materials,victoria,10001+,1928.0,linkedin.com/company/bluescope-steel,https://au.indeed.com/cmp/Bluescope/reviews,117,https://www.seek.com.au/companies/bluescope-steel-432453/reviews,142,https://www.glassdoor.com.au/Reviews/BlueScope-Steel-Reviews-E15144.htm,0,259,Unknown,"[[0.75, 0, 0, 0, 0, 0, 0], [0.82, 0, 0, 0, 0, 0.38, 0], [0.8, 0.75, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Bluescope/reviews'], 'seek': ['https://www.seek.com.au/companies/bluescope-steel-432453/reviews', 'https://www.seek.com.au/companies/bluescope-lysaght-434729/reviews'], 'glassdoor': []}",2
102050,rainbow asset ltd & metro alliance ltd,consumer goods,new south wales,1001-5000,,linkedin.com/company/rainbow-asset-ltd-metro-alliance-ltd,,0,,0,,0,0,Unknown,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': [], 'seek': [], 'glassdoor': []}",2
106067,arg -a qr company,transportation/trucking/railroad,western australia,1001-5000,,linkedin.com/company/arg--a-qr-company,,0,,0,,0,0,Unknown,"[[0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","{'indeed': [], 'seek': [], 'glassdoor': []}",2
114531,aia australia,insurance,victoria,1001-5000,,linkedin.com/company/aia-australia,https://au.indeed.com/cmp/Aia-Australia/reviews,8,https://www.seek.com.au/companies/aia-australia-797246/reviews,52,,0,60,Unknown,"[[0.83, 0, 0.35, 0, 0, 0, 0], [0.8, 0, 0, 0, 0, 0, 0], [0.32, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Aia-Australia/reviews', 'https://au.indeed.com/cmp/Aia-Group-Limited/reviews'], 'seek': ['https://www.seek.com.au/companies/aia-australia-797246/reviews'], 'glassdoor': []}",2
117724,bca finance,accounting,,1001-5000,,linkedin.com/company/bca-finance,"https://www.indeed.com/cmp/Bca-Financial-Services,-Inc./reviews",0,,0,,0,0,Unknown,"[[0.56, 0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Bca-Financial-Services,-Inc./reviews'], 'seek': [], 'glassdoor': []}",2
118640,bt financial group,financial services,new south wales,1001-5000,1969.0,linkedin.com/company/bt-financial,https://au.indeed.com/cmp/Bt-Financial-Group/reviews,34,https://www.seek.com.au/companies/bt-financial-group-432572/reviews,102,https://www.glassdoor.com.au/Reviews/BT-Financial-Group-Reviews-E310180.htm,0,136,Unknown,"[[0.79, 0, 0, 0, 0, 0, 0], [0.81, 0, 0, 0, 0, 0, 0], [0.75, 0.7, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Bt-Financial-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/bt-financial-group-432572/reviews'], 'glassdoor': []}",2
121023,southern cross care (wa) inc.,hospital & health care,,1001-5000,1966.0,linkedin.com/company/southern-cross-care-wa-inc-,https://au.indeed.com/cmp/Southern-Cross-Care/reviews,132,https://www.seek.com.au/companies/southern-cross-care-wa-796736/reviews,43,,0,175,Unknown,"[[0.69, 0, 0, 0, 0, 0, 0], [0.74, 0, 0], [0.37, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Southern-Cross-Care/reviews'], 'seek': ['https://www.seek.com.au/companies/southern-cross-care-wa-796736/reviews'], 'glassdoor': []}",2
137139,brand collective pty ltd,apparel & fashion,,1001-5000,2014.0,linkedin.com/company/brand-collective-pty-ltd,https://au.indeed.com/cmp/Brand-Collective/reviews,17,https://www.seek.com.au/companies/brand-collective-813687/reviews,19,,0,36,Unknown,"[[0.74, 0, 0, 0, 0, 0, 0], [0.73, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Brand-Collective/reviews'], 'seek': ['https://www.seek.com.au/companies/brand-collective-813687/reviews'], 'glassdoor': []}",2
141509,probuild constructions,construction,victoria,1001-5000,1987.0,linkedin.com/company/probuildconstructions,https://au.indeed.com/cmp/Main-Constructions/reviews,2,https://www.seek.com.au/companies/probuild-437007/reviews,25,https://www.glassdoor.com.au/Reviews/Probuild-Australia-Reviews-E651549.htm,0,27,Unknown,"[[0, 0.53, 0, 0, 0.54, 0, 0.24], [0.57, 0, 0, 0, 0, 0.35, 0], [0.66, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Probuild-Civil/reviews', 'https://au.indeed.com/cmp/Main-Constructions/reviews', 'https://www.indeed.com/cmp/Pro-Build/reviews'], 'seek': ['https://www.seek.com.au/companies/probuild-437007/reviews', 'https://www.seek.com.au/companies/probuild-civil-752974/reviews'], 'glassdoor': []}",2
142407,collabera australia,staffing and recruiting,victoria,10001+,1991.0,linkedin.com/company/collabera-australia,,0,,0,https://www.glassdoor.com.au/Reviews/Collabera-Reviews-E13754.htm,0,0,Unknown,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0.68, 0.63, 0, 0]]","{'indeed': [], 'seek': [], 'glassdoor': []}",2
147319,silk hospitality,hospitality,,1001-5000,2010.0,linkedin.com/company/silk-hospitality,https://au.indeed.com/cmp/Silk-Hospitality/reviews,35,https://www.seek.com.au/companies/silk-hospitality-861462/reviews,62,https://www.glassdoor.com.au/Reviews/Silk-Hospitality-Reviews-E1375553.htm,0,97,Unknown,"[[0.86, 0, 0, 0, 0, 0, 0], [0.83, 0, 0], [0.86, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Silk-Hospitality/reviews'], 'seek': ['https://www.seek.com.au/companies/silk-hospitality-861462/reviews'], 'glassdoor': []}",2
149999,amp,financial services,,5001-10000,1849.0,linkedin.com/company/amp,https://au.indeed.com/cmp/Amp/reviews,62,https://www.seek.com.au/companies/amp-432390/reviews,195,,0,257,Unknown,"[[0.75, 0, 0, 0, 0, 0, 0], [0.6, 0, 0.3, 0, 0, 0, 0], [0.36, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Amp/reviews'], 'seek': ['https://www.seek.com.au/companies/amp-432390/reviews', 'https://www.seek.com.au/companies/amp-capital-investors-434485/reviews'], 'glassdoor': []}",2
150051,university of south australia,higher education,south australia,5001-10000,1991.0,linkedin.com/company/university-of-south-australia,https://au.indeed.com/cmp/University-of-South-Australia/reviews,33,https://www.seek.com.au/companies/university-of-south-australia-432483/reviews,92,https://www.glassdoor.com.au/Reviews/University-of-South-Australia-Reviews-E348581.htm,0,125,Unknown,"[[0.84, 0, 0.33, 0, 0, 0, 0.3], [0.85, 0, 0, 0, 0, 0, 0], [0.84, 0.79, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/University-of-South-Australia/reviews', 'https://au.indeed.com/cmp/Unisa/reviews', 'https://au.indeed.com/cmp/The-University-of-Adelaide/reviews'], 'seek': ['https://www.seek.com.au/companies/university-of-south-australia-432483/reviews'], 'glassdoor': []}",2
152196,db cloud art,information technology and services,,10001+,2015.0,linkedin.com/company/db-cloud-art,,0,,0,,0,0,Unknown,"[[0.37, 0, 0.29, 0, 0.12, 0.14, 0], [0, 0.2, 0, 0, 0, 0, 0], [0, 0.2, 0.23, 0.26, 0.15, 0.15, 0.13]]","{'indeed': ['https://au.indeed.com/cmp/Deutsche-Bank/reviews', 'https://au.indeed.com/cmp/Concentrix/reviews', 'https://au.indeed.com/cmp/Ventia-1/reviews', 'https://au.indeed.com/cmp/The-Iconic/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews'], 'glassdoor': []}",2
152723,qic,investment management,queensland,1001-5000,1991.0,linkedin.com/company/qic,https://au.indeed.com/cmp/Qic/reviews,2,https://www.seek.com.au/companies/qic-434574/reviews,26,,0,28,Unknown,"[[0.75, 0, 0], [0.6, 0, 0, 0, 0, 0, 0], [0.25, 0.2, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Qic/reviews'], 'seek': ['https://www.seek.com.au/companies/qic-434574/reviews'], 'glassdoor': []}",2
158635,aurizon,transportation/trucking/railroad,queensland,5001-10000,2010.0,linkedin.com/company/aurizon,https://au.indeed.com/cmp/Aurizon/reviews,76,https://www.seek.com.au/companies/aurizon-432518/reviews,238,https://www.glassdoor.com.au/Reviews/Aurizon-Reviews-E657354.htm,0,314,Unknown,"[[0.89, 0, 0, 0, 0, 0, 0], [0.75, 0, 0, 0], [0.89, 0.84, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Aurizon/reviews'], 'seek': ['https://www.seek.com.au/companies/aurizon-432518/reviews'], 'glassdoor': []}",2
161971,only about children,education management,,1001-5000,2002.0,linkedin.com/company/only-about-children,https://au.indeed.com/cmp/Only-About-Children/reviews,50,https://www.seek.com.au/companies/only-about-children-434742/reviews,74,https://www.glassdoor.com.au/Reviews/Only-About-Children-Reviews-E1630777.htm,0,124,Unknown,"[[0.8, 0, 0.63, 0, 0, 0, 0], [0.82, 0, 0], [0.8, 0.75, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Only-About-Children/reviews', 'https://au.indeed.com/cmp/Only-About-Children-(oac)/reviews'], 'seek': ['https://www.seek.com.au/companies/only-about-children-434742/reviews'], 'glassdoor': []}",2
166187,meals on wheels (sa) inc,non-profit organization management,,5001-10000,1954.0,linkedin.com/company/meals-on-wheels-sa-inc,https://au.indeed.com/cmp/Meals-On-Wheels/reviews,58,https://www.seek.com.au/companies/meals-on-wheels-434685/reviews,24,,0,82,Unknown,"[[0.63, 0, 0, 0, 0, 0, 0], [0.67, 0, 0], [0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Meals-On-Wheels/reviews'], 'seek': ['https://www.seek.com.au/companies/meals-on-wheels-434685/reviews'], 'glassdoor': []}",2
173101,stowe australia,construction,,1001-5000,1910.0,linkedin.com/company/stowe-australia,https://au.indeed.com/cmp/Stowe-Australia/reviews,30,https://www.seek.com.au/companies/stowe-australia-433030/reviews,53,,0,83,Unknown,"[[0.85, 0, 0, 0, 0, 0, 0], [0.82, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Stowe-Australia/reviews'], 'seek': ['https://www.seek.com.au/companies/stowe-australia-433030/reviews'], 'glassdoor': []}",2
175051,wesley mission,non-profit organization management,,1001-5000,1812.0,linkedin.com/company/wesley-mission,https://au.indeed.com/cmp/Wesley-Mission/reviews,34,https://www.seek.com.au/companies/wesley-mission-queensland-434313/reviews,40,,0,74,Unknown,"[[0.84, 0.62, 0, 0, 0, 0, 0], [0.67, 0, 0], [0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Wesley-Mission/reviews', 'https://au.indeed.com/cmp/Wesley-Mission-Queensland/reviews'], 'seek': ['https://www.seek.com.au/companies/wesley-mission-queensland-434313/reviews'], 'glassdoor': []}",2
180306,m+w energy australia,renewables & environment,victoria,1001-5000,1912.0,linkedin.com/company/m-w-energy-australia,https://au.indeed.com/cmp/Energyaustralia/reviews,55,https://www.seek.com.au/companies/energy-australia-432734/reviews,180,https://www.glassdoor.com.au/Reviews/EnergyAustralia-Reviews-E864282.htm,0,235,Unknown,"[[0.85, 0, 0.64, 0, 0, 0, 0], [0.77, 0, 0, 0, 0.27, 0, 0], [0.81, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Energyaustralia/reviews', 'https://au.indeed.com/cmp/Mobile-Energy-Australia/reviews'], 'seek': ['https://www.seek.com.au/companies/energy-australia-432734/reviews', 'https://www.seek.com.au/companies/australian-energy-market-operator-437170/reviews'], 'glassdoor': []}",2
181727,jayco corporation pty ltd (australia),automotive,victoria,1001-5000,1975.0,linkedin.com/company/jayco-australia,https://au.indeed.com/cmp/Jayco-Caravans/reviews,15,https://www.seek.com.au/companies/jayco-corporation-436030/reviews,45,,0,60,Unknown,"[[0.39, 0.44, 0, 0, 0, 0, 0], [0.64, 0, 0, 0, 0, 0, 0], [0.39, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Jayco/reviews', 'https://au.indeed.com/cmp/Jayco-Caravans/reviews'], 'seek': ['https://www.seek.com.au/companies/jayco-corporation-436030/reviews'], 'glassdoor': []}",2
182359,"department of education, employment, and workplace relations",government administration,act,1001-5000,,linkedin.com/company/deptartment-of-education-employment--and-workplace-relations,https://au.indeed.com/cmp/Department-of-Education-and-Training/reviews,66,https://www.seek.com.au/companies/department-of-education-qld-753395/reviews,251,https://www.glassdoor.com.au/Reviews/Department-of-Education-and-Training-Australia-Reviews-E1176742.htm,0,317,Unknown,"[[0.66, 0, 0.31, 0.36, 0, 0, 0.27], [0.62, 0, 0, 0, 0, 0, 0], [0, 0.58, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Department-of-Education-and-Training/reviews', 'https://au.indeed.com/cmp/Queensland-Education-Department/reviews', 'https://au.indeed.com/cmp/Education-Queensland/reviews', 'https://au.indeed.com/cmp/Department-For-Education/reviews'], 'seek': ['https://www.seek.com.au/companies/department-of-education-qld-753395/reviews'], 'glassdoor': []}",2
183236,mackay sugar,food production,queensland,1001-5000,1988.0,linkedin.com/company/mackay-sugar,https://au.indeed.com/cmp/Mackay-Sugar/reviews,17,https://www.seek.com.au/companies/mackay-sugar-434551/reviews,27,,0,44,Unknown,"[[0.81, 0, 0, 0, 0.22, 0, 0], [0.78, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Mackay-Sugar/reviews', 'https://au.indeed.com/cmp/Sugar-Research-Australia/reviews'], 'seek': ['https://www.seek.com.au/companies/mackay-sugar-434551/reviews'], 'glassdoor': []}",2
