index,name,industry,region,size,founded,linkedin_url,indeed_url,indeed_reviews,seek_url,seek_reviews,glassdoor_url,glassdoor_reviews,total_reviews,correct,scores,valid_urls,linkedin_bool
51186,respect aged care,hospital & health care,tasmania,1001-5000,,linkedin.com/company/respect-aged-care,https://au.indeed.com/cmp/Respect-Aged-Care/reviews,4,https://www.seek.com.au/companies/seasons-aged-care-437851/reviews,10,https://www.glassdoor.com.au/Reviews/Bethanie-Group-Reviews-E613127.htm,0,14,Unknown,"[[0.78, 0, 0, 0, 0, 0, 0], [0, 0, 0.38, 0.47, 0.28, 0], [0, 0.44, 0.34, 0.27, 0.24, 0.18]]","{'indeed': ['https://au.indeed.com/cmp/Respect-Aged-Care/reviews'], 'seek': ['https://www.seek.com.au/companies/blue-care-432544/reviews', 'https://www.seek.com.au/companies/seasons-aged-care-437851/reviews', 'https://www.seek.com.au/companies/cpsm-care-867951/reviews'], 'glassdoor': []}",2
52997,in2science,education management,victoria,1001-5000,2004.0,linkedin.com/company/in2science,,0,https://www.seek.com.au/companies/seek-432600/reviews,0,https://www.glassdoor.com.au/Reviews/Commonwealth-Scientific-and-Industrial-Research-Organisation-Reviews-E119099.htm,0,0,Unknown,"[[0.36, 0, 0.31, 0.2, 0.3, 0.0, 0.08], [0.46, 0, 0.39, 0.23, 0, 0, 0], [0.44, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Myer/reviews', 'https://au.indeed.com/cmp/Nsw-Department-of-Education/reviews', 'https://au.indeed.com/cmp/Big-W/reviews', 'https://au.indeed.com/cmp/University-of-Sydney/reviews', 'https://au.indeed.com/cmp/Harvey-Norman/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/invetech-861132/reviews', 'https://www.seek.com.au/companies/the-university-of-queensland-432368/reviews'], 'glassdoor': []}",2
53013,rural press,media production,,1001-5000,1911.0,linkedin.com/company/rural-press,https://au.indeed.com/cmp/Rural-Press/reviews,3,,0,https://www.glassdoor.com.au/Reviews/Rural-Media-Group-Reviews-E770878.htm,0,3,Unknown,"[[0.8, 0, 0.22, 0, 0, 0, 0.06], [0, 0.28, 0, 0.21, 0, 0.07, 0], [0.52, 0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Rural-Press/reviews', 'https://au.indeed.com/cmp/Concentrix/reviews', 'https://au.indeed.com/cmp/Seven-West-Media/reviews'], 'seek': ['https://www.seek.com.au/companies/news-regional-media-432844/reviews', 'https://www.seek.com.au/companies/news-corp-433222/reviews', 'https://www.seek.com.au/companies/seek-432600/reviews'], 'glassdoor': []}",2
57150,freo group pty ltd,mining & metals,western australia,1001-5000,1974.0,linkedin.com/company/freo-group-limited,https://au.indeed.com/cmp/Freo-Group/reviews,15,https://www.seek.com.au/companies/freo-group-434620/reviews,67,,0,82,Unknown,"[[0.62, 0, 0, 0, 0, 0, 0], [0.64, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Freo-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/freo-group-434620/reviews'], 'glassdoor': []}",2
58898,australian federal police,law enforcement,act,5001-10000,1979.0,linkedin.com/company/australian-federal-police,https://au.indeed.com/cmp/Australian-Federal-Police/reviews,22,https://www.seek.com.au/companies/australian-federal-police-432992/reviews,22,https://www.glassdoor.com.au/Reviews/Australian-Federal-Police-Reviews-E703199.htm,0,44,Unknown,"[[0.85, 0, 0, 0, 0, 0, 0], [0.86, 0, 0, 0], [0.85, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Australian-Federal-Police/reviews'], 'seek': ['https://www.seek.com.au/companies/australian-federal-police-432992/reviews'], 'glassdoor': []}",2
72272,reliance petroleum (bp),retail,,1001-5000,,linkedin.com/company/reliance-petroleum-bp-,https://au.indeed.com/cmp/Reliance-Petroleum/reviews,8,https://www.seek.com.au/companies/reliance-industries-limited-434073/reviews,4,https://www.glassdoor.com.au/Reviews/Reliance-Petroleum-Reviews-E657422.htm,0,12,Unknown,"[[0.8, 0, 0, 0, 0, 0, 0], [0, 0.52, 0, 0, 0], [0.8, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Reliance-Petroleum/reviews'], 'seek': ['https://www.seek.com.au/companies/reliance-industries-limited-434073/reviews'], 'glassdoor': []}",2
73254,racv,civic & social organization,victoria,1001-5000,1903.0,linkedin.com/company/racv,https://au.indeed.com/cmp/Racv/reviews,37,https://www.seek.com.au/companies/racv-432720/reviews,130,,0,167,Unknown,"[[0.42, 0, 0.71, 0, 0, 0.11, 0], [0.51, 0.6, 0, 0, 0.35, 0, 0], [0.25, 0.2, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Racv-Royal-Pines-Resort/reviews', 'https://au.indeed.com/cmp/Racv/reviews', 'https://au.indeed.com/cmp/East-Waste/reviews'], 'seek': ['https://www.seek.com.au/companies/racv-resorts-435521/reviews', 'https://www.seek.com.au/companies/racv-432720/reviews', 'https://www.seek.com.au/companies/racv-club-438062/reviews'], 'glassdoor': []}",2
81046,dorevitch pathology,hospital & health care,victoria,1001-5000,1970.0,linkedin.com/company/dorevitch-pathology,https://au.indeed.com/cmp/Dorevitch-Pathology/reviews,27,https://www.seek.com.au/companies/dorevitch-pathology-433171/reviews,64,https://www.glassdoor.com.au/Reviews/Dorevitch-Pathology-Reviews-E1906554.htm,0,91,Unknown,"[[0.88, 0, 0, 0, 0, 0, 0], [0.85, 0, 0, 0, 0, 0, 0], [0.88, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Dorevitch-Pathology/reviews'], 'seek': ['https://www.seek.com.au/companies/dorevitch-pathology-433171/reviews'], 'glassdoor': []}",2
83333,buddhist society of western australia,religious institutions,western australia,5001-10000,1973.0,linkedin.com/company/buddhist-society-of-western-australia,https://au.indeed.com/cmp/The-University-of-Western-Australia/reviews,49,,0,,0,49,Unknown,"[[0.67, 0, 0, 0, 0, 0.24, 0], [0, 0.26, 0.32, 0.36, 0, 0, 0.14], [0.25, 0.39, 0.33, 0.23, 0.25, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/The-University-of-Western-Australia/reviews', 'https://au.indeed.com/cmp/City-of-Perth/reviews'], 'seek': ['https://www.seek.com.au/companies/aqwa-816589/reviews', 'https://www.seek.com.au/companies/perth-social-club-435488/reviews', 'https://www.seek.com.au/companies/western-areas-995331/reviews', 'https://www.seek.com.au/companies/st-john-ambulance-wa-786324/reviews'], 'glassdoor': []}",2
88142,enertrade,oil & energy,,1001-5000,,linkedin.com/company/enertrade,https://au.indeed.com/cmp/Trade/reviews,4,https://www.seek.com.au/companies/enermech-813671/reviews,69,https://www.glassdoor.com.au/Reviews/Employee-Review-Cyanergy-RVW42918646.htm,0,73,Unknown,"[[0.68, 0, 0.38, 0, 0, 0, 0.15], [0.56, 0.51, 0.3, 0, 0, 0, 0.06], [0.43, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Trade/reviews', 'https://au.indeed.com/cmp/Energy-Queensland/reviews', 'https://au.indeed.com/cmp/Origin-Energy/reviews'], 'seek': ['https://www.seek.com.au/companies/enermech-813671/reviews', 'https://www.seek.com.au/companies/enerflex-433338/reviews', 'https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/localsearch-436203/reviews'], 'glassdoor': []}",2
100874,peninsula health,hospital & health care,victoria,1001-5000,1941.0,linkedin.com/company/peninsula-health,https://au.indeed.com/cmp/Peninsula-Health-1/reviews,27,https://www.seek.com.au/companies/peninsula-health-433173/reviews,57,https://www.glassdoor.com.au/Reviews/Peninsula-Health-Reviews-E3821382.htm,0,84,Unknown,"[[0.82, 0, 0, 0.71, 0, 0, 0.34], [0.83, 0, 0, 0], [0.86, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Peninsula-Health-1/reviews', 'https://www.indeed.com/cmp/Peninsula-Health/reviews', 'https://au.indeed.com/cmp/Peninsula-Private-Hospital/reviews'], 'seek': ['https://www.seek.com.au/companies/peninsula-health-433173/reviews'], 'glassdoor': []}",2
109269,rsl care,hospital & health care,,5001-10000,1860.0,linkedin.com/company/rsl-care,https://au.indeed.com/cmp/Rsl-Lifecare-Ltd/reviews,66,https://www.seek.com.au/companies/rsl-lifecare-831077/reviews,65,https://www.glassdoor.com.au/Reviews/RSL-Care-Reviews-E658376.htm,0,131,Unknown,"[[0.62, 0, 0, 0, 0, 0, 0], [0.64, 0, 0, 0.31, 0, 0.2, 0], [0.53, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Rsl-Lifecare-Ltd/reviews'], 'seek': ['https://www.seek.com.au/companies/rsl-lifecare-831077/reviews', 'https://www.seek.com.au/companies/rsl-queensland-813920/reviews', 'https://www.seek.com.au/companies/southern-cross-care-qld-796739/reviews'], 'glassdoor': []}",2
111365,fast jv,mining & metals,,1001-5000,,linkedin.com/company/fast-jv,https://au.indeed.com/cmp/Fast/reviews,6,,0,https://www.glassdoor.com.au/Reviews/Fast-Enterprises-Reviews-E241404.htm,0,6,Unknown,"[[0.66, 0, 0, 0, 0.12, 0, 0], [0, 0.28, 0, 0, 0, 0.11, 0.01], [0.45, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Fast/reviews', 'https://www.indeed.com/cmp/Joint-Venture/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/instant-access-436029/reviews', 'https://www.seek.com.au/companies/on-the-run-433374/reviews'], 'glassdoor': []}",2
118973,australian clinical labs,hospital & health care,victoria,1001-5000,,linkedin.com/company/australian-clinical-labs,https://au.indeed.com/cmp/Australian-Clinical-Labs/reviews,34,,0,,0,34,Unknown,"[[0.84, 0, 0, 0, 0, 0, 0], [0, 0, 0], [0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Australian-Clinical-Labs/reviews'], 'seek': [], 'glassdoor': []}",2
134374,ford australia,automotive,victoria,1001-5000,1925.0,linkedin.com/company/ford-australia,,0,https://www.seek.com.au/companies/ford-motor-company-432621/reviews,141,https://www.glassdoor.com.au/Reviews/Ford-Motor-Company-Reviews-E263.htm,0,141,Unknown,"[[0, 0, 0, 0.38, 0, 0.23, 0], [0.52, 0, 0.43, 0, 0, 0, 0], [0.53, 0.48, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Ford-Motor-Company/reviews', 'https://au.indeed.com/cmp/Pacific-Ford/reviews'], 'seek': ['https://www.seek.com.au/companies/ford-motor-company-432621/reviews', 'https://www.seek.com.au/companies/ford-dealership-1013302/reviews'], 'glassdoor': []}",2
140607,energyaustralia,utilities,victoria,1001-5000,1904.0,linkedin.com/company/energyaustralia,https://au.indeed.com/cmp/Energyaustralia/reviews,55,https://www.seek.com.au/companies/energy-australia-432734/reviews,180,https://www.glassdoor.com.au/Reviews/EnergyAustralia-Reviews-E864282.htm,0,235,Unknown,"[[0.95, 0, 0], [0.84, 0, 0, 0, 0, 0, 0], [0.9, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Energyaustralia/reviews'], 'seek': ['https://www.seek.com.au/companies/energy-australia-432734/reviews'], 'glassdoor': []}",2
141655,civil contractors federation victoria,civil engineering,victoria,1001-5000,,linkedin.com/company/civil-contractors-federations-victoria,https://au.indeed.com/cmp/Master-Builders-Association-of-Victoria/reviews,2,https://www.seek.com.au/companies/civil-contractors-federation-437026/reviews,7,"https://www.glassdoor.com.au/Reviews/Civil-Contractors-Federation-Qld-Eight-Mile-Plains-Reviews-EI_IE858231.0,32_IL.33,50_IC2271765.htm",0,9,Unknown,"[[0, 0, 0.49, 0.43, 0, 0, 0.18], [0.79, 0, 0, 0, 0, 0, 0], [0, 0, 0.62, 0.34, 0.33, 0.16, 0.12]]","{'indeed': ['https://au.indeed.com/cmp/Master-Builders-Association-of-Victoria/reviews', 'https://au.indeed.com/cmp/Roadline-Civil-Contractors/reviews', 'https://au.indeed.com/cmp/Country-Fire-Authority/reviews'], 'seek': ['https://www.seek.com.au/companies/civil-contractors-federation-437026/reviews'], 'glassdoor': []}",2
147218,john swire & sons pty ltd,executive office,,1001-5000,1952.0,linkedin.com/company/john-swire-&-sons-pty-ltd,,0,,0,,0,0,Unknown,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': [], 'seek': [], 'glassdoor': []}",2
151712,event workforce group,staffing and recruiting,victoria,1001-5000,2010.0,linkedin.com/company/eventworkforcegroup,https://au.indeed.com/cmp/Event-Workforce-Group/reviews,2,,0,https://www.glassdoor.com.au/Reviews/Event-Workforce-Group-Reviews-E3194027.htm,0,2,Unknown,"[[0.82, 0, 0, 0.5, 0, 0, 0], [0, 0, 0, 0, 0], [0.82, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Event-Workforce-Group/reviews', 'https://au.indeed.com/cmp/Workforce/reviews'], 'seek': [], 'glassdoor': []}",2
153813,brand influence group (big),marketing and advertising,,1001-5000,2011.0,linkedin.com/company/big-brand-influence-group-,https://au.indeed.com/cmp/Big-Brand-Influence-Group/reviews,21,https://www.seek.com.au/companies/brand-influence-group-814572/reviews,22,,0,43,Unknown,"[[0.71, 0, 0, 0, 0, 0, 0], [0.77, 0, 0], [0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Big-Brand-Influence-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/brand-influence-group-814572/reviews'], 'glassdoor': []}",2
165369,"st. pius x college, chatswood",education management,,1001-5000,1937.0,linkedin.com/company/st.-pius-x-college-chatswood,https://au.indeed.com/cmp/St-Pius-X-College/reviews,2,,0,https://www.glassdoor.com.au/Reviews/St-Pius-X-Catholic-School-Reviews-E1025477.htm,0,2,Unknown,"[[0.58, 0, 0, 0, 0, 0, 0], [0, 0, 0], [0.47, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/St-Pius-X-College/reviews'], 'seek': [], 'glassdoor': []}",2
168473,department of housing and public works (queensland),government administration,queensland,1001-5000,2012.0,linkedin.com/company/department-of-housing-and-public-works-queensland-,https://au.indeed.com/cmp/Department-of-Housing-and-Public-Works/reviews,16,,0,https://www.glassdoor.com.au/Reviews/The-State-of-Queensland-Department-of-Housing-and-Public-Works-Reviews-E1182686.htm,0,16,Unknown,"[[0.74, 0.68, 0, 0.45, 0.24, 0, 0], [0, 0, 0, 0, 0, 0], [0.44, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Department-of-Housing-and-Public-Works/reviews', 'https://au.indeed.com/cmp/Qld-Department-of-Housing-and-Public-Works/reviews', 'https://au.indeed.com/cmp/Department-of-Housing/reviews', 'https://au.indeed.com/cmp/Queensland-Government/reviews'], 'seek': [], 'glassdoor': []}",2
169827,energex,utilities,queensland,1001-5000,1997.0,linkedin.com/company/energex,https://au.indeed.com/cmp/Energex/reviews,15,https://www.seek.com.au/companies/energex-432681/reviews,43,https://www.glassdoor.com.au/Reviews/Energex-Reviews-E380131.htm,0,58,Unknown,"[[0.89, 0, 0, 0, 0, 0, 0], [0, 0.7, 0, 0, 0, 0, 0], [0.89, 0.84, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Energex/reviews'], 'seek': ['https://www.seek.com.au/companies/energex-432681/reviews'], 'glassdoor': []}",2
172330,rac wa,consumer services,western australia,1001-5000,1905.0,linkedin.com/company/rac-wa,https://au.indeed.com/cmp/Rac-Wa/reviews,28,,0,,0,28,Unknown,"[[0.62, 0, 0, 0, 0], [0, 0, 0], [0.25, 0.2, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Rac-Wa/reviews'], 'seek': [], 'glassdoor': []}",2
175388,kellogg joint venture - gorgon,oil & energy,,1001-5000,2003.0,linkedin.com/company/kellogg-joint-venture---gorgon_2,https://au.indeed.com/cmp/Kellogg-Joint-Venture/reviews,4,https://www.seek.com.au/companies/kelloggs-436429/reviews,28,https://www.glassdoor.com.au/Reviews/Kellogg-Joint-Venture-Gorgon-Reviews-E758410.htm,0,32,Unknown,"[[0.72, 0, 0.45, 0, 0, 0.04, 0], [0, 0, 0.42, 0], [0.82, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Kellogg-Joint-Venture/reviews', 'https://au.indeed.com/cmp/Kellogg-Company/reviews', 'https://au.indeed.com/cmp/KBR-066162f8/reviews'], 'seek': ['https://www.seek.com.au/companies/kelloggs-436429/reviews'], 'glassdoor': []}",2
175650,hutchinson builders,construction,,1001-5000,1912.0,linkedin.com/company/hutchinson-builders,https://au.indeed.com/cmp/Hutchinson-Builders/reviews,29,https://www.seek.com.au/companies/hutchinson-builders-432887/reviews,53,https://www.glassdoor.com.au/Reviews/Hutchinson-Builders-Reviews-E657324.htm,0,82,Unknown,"[[0.88, 0, 0, 0, 0, 0, 0], [0.85, 0, 0, 0, 0, 0, 0], [0.88, 0.83, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Hutchinson-Builders/reviews'], 'seek': ['https://www.seek.com.au/companies/hutchinson-builders-432887/reviews'], 'glassdoor': []}",2
180541,mineral resources limited,mining & metals,,1001-5000,1993.0,linkedin.com/company/mineral-resources-limited,https://au.indeed.com/cmp/Mineral-Resources/reviews,29,https://www.seek.com.au/companies/mineral-resources-435331/reviews,200,https://www.glassdoor.com.au/Reviews/Mineral-Resources-Reviews-E2122177.htm,0,229,Unknown,"[[0, 0.7, 0, 0, 0, 0.44, 0], [0.74, 0, 0, 0, 0, 0, 0], [0.53, 0.48, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Mineral-Resources/reviews', 'https://www.indeed.com/cmp/Synergy-Mineral-Resources-Ltd/reviews'], 'seek': ['https://www.seek.com.au/companies/mineral-resources-435331/reviews'], 'glassdoor': []}",2
185209,macquarie health corporation,hospital & health care,new south wales,5001-10000,1973.0,linkedin.com/company/macquarie-health-corporation,https://au.indeed.com/cmp/Macquarie-Group/reviews,81,https://www.seek.com.au/companies/macquarie-university-hospital-753055/reviews,19,,0,100,Unknown,"[[0.6, 0, 0, 0.3, 0.38, 0, 0], [0, 0.48, 0, 0, 0.38, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Macquarie-Group/reviews', 'https://au.indeed.com/cmp/Nsw-Health/reviews', 'https://au.indeed.com/cmp/Macquarie-Hospital/reviews'], 'seek': ['https://www.seek.com.au/companies/macquarie-university-hospital-753055/reviews', 'https://www.seek.com.au/companies/macquarie-group-432455/reviews'], 'glassdoor': []}",2
187137,event cinemas,entertainment,new south wales,1001-5000,1910.0,linkedin.com/company/event-cinemas,,0,https://www.seek.com.au/companies/event-cinemas-432633/reviews,65,,0,65,Unknown,"[[0, 0, 0, 0, 0], [0.8, 0, 0], [0, 0, 0, 0, 0, 0, 0]]","{'indeed': [], 'seek': ['https://www.seek.com.au/companies/event-cinemas-432633/reviews'], 'glassdoor': []}",2
187669,murdoch university,higher education,western australia,1001-5000,1974.0,linkedin.com/company/murdoch-university,https://au.indeed.com/cmp/Murdoch-University/reviews,29,https://www.seek.com.au/companies/murdoch-university-432636/reviews,69,https://www.glassdoor.com.au/Reviews/Murdoch-University-Reviews-E329541.htm,0,98,Unknown,"[[0.88, 0, 0, 0, 0, 0, 0], [0.84, 0, 0, 0, 0, 0, 0], [0.88, 0.82, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Murdoch-University/reviews'], 'seek': ['https://www.seek.com.au/companies/murdoch-university-432636/reviews'], 'glassdoor': []}",2
189474,agc,construction,western australia,1001-5000,1988.0,linkedin.com/company/agc_247670,https://au.indeed.com/cmp/Agc/reviews,23,https://www.seek.com.au/companies/agc-432568/reviews,124,,0,147,Unknown,"[[0.75, 0, 0.33, 0, 0, 0, 0.1], [0.6, 0, 0, 0, 0, 0, 0], [0.25, 0.2, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Agc/reviews', 'https://au.indeed.com/cmp/Agc-Industries/reviews', 'https://au.indeed.com/cmp/Agc-Networks-Inc./reviews'], 'seek': ['https://www.seek.com.au/companies/agc-432568/reviews'], 'glassdoor': []}",2
190112,country fire authority (cfa),public safety,victoria,10001+,1945.0,linkedin.com/company/cfavic,https://au.indeed.com/cmp/Country-Fire-Authority/reviews,17,https://www.seek.com.au/companies/country-fire-authority-victoria-433775/reviews,35,,0,52,Unknown,"[[0.76, 0, 0, 0, 0, 0, 0], [0, 0.7, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Country-Fire-Authority/reviews'], 'seek': ['https://www.seek.com.au/companies/country-fire-authority-victoria-433775/reviews'], 'glassdoor': []}",2
197384,labourforce impex personnel pty ltd,human resources,new south wales,1001-5000,1997.0,linkedin.com/company/labourforce-international-pty-ltd,https://au.indeed.com/cmp/Labourforce-Impex-Personnel-Pty-Ltd/reviews,2,,0,,0,2,Unknown,"[[0.81, 0, 0, 0.43, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0.15]]","{'indeed': ['https://au.indeed.com/cmp/Labourforce-Impex-Personnel-Pty-Ltd/reviews', 'https://au.indeed.com/cmp/Labourforce/reviews'], 'seek': [], 'glassdoor': []}",2
206542,southern cross pacific,facilities services,,1001-5000,2014.0,linkedin.com/company/southern-cross-pacific,https://au.indeed.com/cmp/Southern-Cross-Corporation/reviews,12,https://www.seek.com.au/companies/southern-cross-care-qld-796739/reviews,35,https://www.glassdoor.com.au/Reviews/Southern-Cross-Reviews-E705358.htm,0,47,Unknown,"[[0.69, 0.64, 0.58, 0.5, 0.46, 0, 0], [0.65, 0.63, 0, 0.5, 0, 0.4, 0.39], [0.71, 0.66, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Southern-Cross-Corporation/reviews', 'https://au.indeed.com/cmp/Southern-Cross-Care/reviews', 'https://au.indeed.com/cmp/Southern-Cross-Group/reviews', 'https://au.indeed.com/cmp/Southern-Cross-Care-Qld/reviews', 'https://au.indeed.com/cmp/Southern-Cross-Protection/reviews'], 'seek': ['https://www.seek.com.au/companies/southern-cross-care-qld-796739/reviews', 'https://www.seek.com.au/companies/southern-cross-group-437924/reviews', 'https://www.seek.com.au/companies/southern-cross-support-services-438005/reviews', 'https://www.seek.com.au/companies/southern-cross-austereo-432765/reviews', 'https://www.seek.com.au/companies/southern-cross-protection-434980/reviews'], 'glassdoor': []}",2
212582,youi insurance,insurance,,1001-5000,2008.0,linkedin.com/company/youi-insurance,https://au.indeed.com/cmp/Youi-Insurance/reviews,27,https://www.seek.com.au/companies/youi-insurance-433715/reviews,83,https://www.glassdoor.com.au/Reviews/Youi-Reviews-E460967.htm,0,110,Unknown,"[[0, 0.79, 0, 0, 0, 0, 0], [0.81, 0, 0, 0, 0, 0, 0], [0.5, 0.45, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Youi-Insurance/reviews'], 'seek': ['https://www.seek.com.au/companies/youi-insurance-433715/reviews'], 'glassdoor': []}",2
216410,firstpath australia,telecommunications,,1001-5000,2008.0,linkedin.com/company/firstpath-australia,https://au.indeed.com/cmp/Mobility-Australia-Pty-Ltd/reviews,9,https://www.seek.com.au/companies/review-australia-435618/reviews,49,,0,58,Unknown,"[[0, 0.3, 0.26, 0.43, 0.35, 0.35, 0], [0.3, 0, 0.37, 0.46, 0, 0, 0.11], [0, 0, 0.37, 0, 0, 0.21]]","{'indeed': ['https://au.indeed.com/cmp/Credit-Corp/reviews', 'https://au.indeed.com/cmp/TSA-Group/reviews', 'https://au.indeed.com/cmp/Mobility-Australia-Pty-Ltd/reviews', 'https://au.indeed.com/cmp/Panthera-Finance/reviews', 'https://au.indeed.com/cmp/Swissport-(australia-and-New-Zealand)/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/pathtech-946999/reviews', 'https://www.seek.com.au/companies/review-australia-435618/reviews', 'https://www.seek.com.au/companies/gateway-bank-800766/reviews'], 'glassdoor': []}",2
5062,southern cross austereo,broadcast media,,1001-5000,1980.0,linkedin.com/company/southern-cross-austereo,https://au.indeed.com/cmp/Southern-Cross-Austereo/reviews,23,https://www.seek.com.au/companies/southern-cross-austereo-432765/reviews,70,https://www.glassdoor.com.au/Reviews/Southern-Cross-Austereo-Reviews-E230079.htm,0,93,Unknown,"[[0.84, 0, 0, 0, 0, 0, 0], [0.84, 0, 0, 0, 0, 0, 0], [0.84, 0.79, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Southern-Cross-Austereo/reviews'], 'seek': ['https://www.seek.com.au/companies/southern-cross-austereo-432765/reviews'], 'glassdoor': []}",2
8193,tjx australia,retail,new south wales,1001-5000,1992.0,linkedin.com/company/tjx-australia,https://au.indeed.com/cmp/TJX-Australia-(tk-Maxx)/reviews,12,,0,,0,12,Unknown,"[[0.33, 0.53, 0, 0, 0, 0, 0], [0, 0.38, 0, 0, 0, 0, 0], [0, 0.29, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/The-TJX-Companies,-Inc./reviews', 'https://au.indeed.com/cmp/TJX-Australia-(tk-Maxx)/reviews'], 'seek': ['https://www.seek.com.au/companies/the-tjx-companies-inc-432687/reviews'], 'glassdoor': []}",2
8923,plena healthcare,"health, wellness and fitness",victoria,1001-5000,2020.0,linkedin.com/company/plena-healthcare,https://au.indeed.com/cmp/Plena-Healthcare/reviews,2,https://www.seek.com.au/companies/plena-healthcare-160393026567074/reviews,25,https://www.glassdoor.com.au/Reviews/Plena-Healthcare-Reviews-E4921095.htm,0,27,Unknown,"[[0.86, 0, 0], [0.72, 0, 0, 0, 0, 0, 0], [0.86, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Plena-Healthcare/reviews'], 'seek': ['https://www.seek.com.au/companies/plena-healthcare-160393026567074/reviews'], 'glassdoor': []}",2
11496,engie services - australia & new zealand,mechanical or industrial engineering,new south wales,1001-5000,,linkedin.com/company/engie-services-australia-&-new-zealand-,,0,,0,,0,0,Unknown,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': [], 'seek': [], 'glassdoor': []}",2
14544,onegroup,"health, wellness and fitness",,1001-5000,,linkedin.com/company/onegroup,https://www.indeed.com/cmp/Onegroup-Ny/reviews,0,,0,https://www.glassdoor.com.au/Reviews/The-ONE-Group-Reviews-E716476.htm,0,0,Unknown,"[[0, 0, 0, 0, 0.6, 0, 0], [0, 0, 0, 0, 0], [0.61, 0.56, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Onegroup-Ny/reviews'], 'seek': [], 'glassdoor': []}",2
14808,airservices australia,airlines/aviation,act,1001-5000,1995.0,linkedin.com/company/airservices-australia,https://au.indeed.com/cmp/Airservices-Australia/reviews,37,https://www.seek.com.au/companies/airservices-australia-432952/reviews,86,https://www.glassdoor.com.au/Reviews/Airservices-Australia-Reviews-E234269.htm,0,123,Unknown,"[[0.89, 0, 0, 0, 0, 0, 0], [0.86, 0, 0], [0.89, 0.84, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Airservices-Australia/reviews'], 'seek': ['https://www.seek.com.au/companies/airservices-australia-432952/reviews'], 'glassdoor': []}",2
